Date,Stock_Price,Country,Stock Index
2019-01-01,91012.0,Brazil,BOVESPA
2019-01-02,91012.0,Brazil,BOVESPA
2019-01-03,91564.0,Brazil,BOVESPA
2019-01-04,91841.0,Brazil,BOVESPA
2019-01-05,91841.0,Brazil,BOVESPA
2019-01-06,91841.0,Brazil,BOVESPA
2019-01-07,91699.0,Brazil,BOVESPA
2019-01-08,92032.0,Brazil,BOVESPA
2019-01-09,93613.0,Brazil,BOVESPA
2019-01-10,93806.0,Brazil,BOVESPA
2019-01-11,93658.0,Brazil,BOVESPA
2019-01-12,93658.0,Brazil,BOVESPA
2019-01-13,93658.0,Brazil,BOVESPA
2019-01-14,94474.0,Brazil,BOVESPA
2019-01-15,94056.0,Brazil,BOVESPA
2019-01-16,94393.0,Brazil,BOVESPA
2019-01-17,95351.0,Brazil,BOVESPA
2019-01-18,96097.0,Brazil,BOVESPA
2019-01-19,96097.0,Brazil,BOVESPA
2019-01-20,96097.0,Brazil,BOVESPA
2019-01-21,96010.0,Brazil,BOVESPA
2019-01-22,95103.0,Brazil,BOVESPA
2019-01-23,96558.0,Brazil,BOVESPA
2019-01-24,97677.0,Brazil,BOVESPA
2019-01-25,97677.0,Brazil,BOVESPA
2019-01-26,97677.0,Brazil,BOVESPA
2019-01-27,97677.0,Brazil,BOVESPA
2019-01-28,95444.0,Brazil,BOVESPA
2019-01-29,95639.0,Brazil,BOVESPA
2019-01-30,96996.0,Brazil,BOVESPA
2019-01-31,97394.0,Brazil,BOVESPA
2019-02-01,97861.0,Brazil,BOVESPA
2019-02-02,97861.0,Brazil,BOVESPA
2019-02-03,97861.0,Brazil,BOVESPA
2019-02-04,98589.0,Brazil,BOVESPA
2019-02-05,98311.0,Brazil,BOVESPA
2019-02-06,94636.0,Brazil,BOVESPA
2019-02-07,94406.0,Brazil,BOVESPA
2019-02-08,95343.0,Brazil,BOVESPA
2019-02-09,95343.0,Brazil,BOVESPA
2019-02-10,95343.0,Brazil,BOVESPA
2019-02-11,94413.0,Brazil,BOVESPA
2019-02-12,96168.0,Brazil,BOVESPA
2019-02-13,95842.0,Brazil,BOVESPA
2019-02-14,98015.0,Brazil,BOVESPA
2019-02-15,97526.0,Brazil,BOVESPA
2019-02-16,97526.0,Brazil,BOVESPA
2019-02-17,97526.0,Brazil,BOVESPA
2019-02-18,96510.0,Brazil,BOVESPA
2019-02-19,97659.0,Brazil,BOVESPA
2019-02-20,96545.0,Brazil,BOVESPA
2019-02-21,96932.0,Brazil,BOVESPA
2019-02-22,97886.0,Brazil,BOVESPA
2019-02-23,97886.0,Brazil,BOVESPA
2019-02-24,97886.0,Brazil,BOVESPA
2019-02-25,97240.0,Brazil,BOVESPA
2019-02-26,97603.0,Brazil,BOVESPA
2019-02-27,97307.0,Brazil,BOVESPA
2019-02-28,95584.0,Brazil,BOVESPA
2019-03-01,94604.0,Brazil,BOVESPA
2019-03-02,94604.0,Brazil,BOVESPA
2019-03-03,94604.0,Brazil,BOVESPA
2019-03-04,94604.0,Brazil,BOVESPA
2019-03-05,94604.0,Brazil,BOVESPA
2019-03-06,94604.0,Brazil,BOVESPA
2019-03-07,94340.0,Brazil,BOVESPA
2019-03-08,95365.0,Brazil,BOVESPA
2019-03-09,95365.0,Brazil,BOVESPA
2019-03-10,95365.0,Brazil,BOVESPA
2019-03-11,98027.0,Brazil,BOVESPA
2019-03-12,97828.0,Brazil,BOVESPA
2019-03-13,98904.0,Brazil,BOVESPA
2019-03-14,98605.0,Brazil,BOVESPA
2019-03-15,99137.0,Brazil,BOVESPA
2019-03-16,99137.0,Brazil,BOVESPA
2019-03-17,99137.0,Brazil,BOVESPA
2019-03-18,99994.0,Brazil,BOVESPA
2019-03-19,99588.0,Brazil,BOVESPA
2019-03-20,98041.0,Brazil,BOVESPA
2019-03-21,96729.0,Brazil,BOVESPA
2019-03-22,93735.0,Brazil,BOVESPA
2019-03-23,93735.0,Brazil,BOVESPA
2019-03-24,93735.0,Brazil,BOVESPA
2019-03-25,93662.0,Brazil,BOVESPA
2019-03-26,95307.0,Brazil,BOVESPA
2019-03-27,91903.0,Brazil,BOVESPA
2019-03-28,94389.0,Brazil,BOVESPA
2019-03-29,95415.0,Brazil,BOVESPA
2019-03-30,95415.0,Brazil,BOVESPA
2019-03-31,95415.0,Brazil,BOVESPA
2019-04-01,96054.0,Brazil,BOVESPA
2019-04-02,95387.0,Brazil,BOVESPA
2019-04-03,94491.0,Brazil,BOVESPA
2019-04-04,96313.0,Brazil,BOVESPA
2019-04-05,97108.0,Brazil,BOVESPA
2019-04-06,97108.0,Brazil,BOVESPA
2019-04-07,97108.0,Brazil,BOVESPA
2019-04-08,97369.0,Brazil,BOVESPA
2019-04-09,96292.0,Brazil,BOVESPA
2019-04-10,95953.0,Brazil,BOVESPA
2019-04-11,94755.0,Brazil,BOVESPA
2019-04-12,92875.0,Brazil,BOVESPA
2019-04-13,92875.0,Brazil,BOVESPA
2019-04-14,92875.0,Brazil,BOVESPA
2019-04-15,93083.0,Brazil,BOVESPA
2019-04-16,94333.0,Brazil,BOVESPA
2019-04-17,93285.0,Brazil,BOVESPA
2019-04-18,94578.0,Brazil,BOVESPA
2019-04-19,94578.0,Brazil,BOVESPA
2019-04-20,94578.0,Brazil,BOVESPA
2019-04-21,94578.0,Brazil,BOVESPA
2019-04-22,94588.0,Brazil,BOVESPA
2019-04-23,95923.0,Brazil,BOVESPA
2019-04-24,95045.0,Brazil,BOVESPA
2019-04-25,96552.0,Brazil,BOVESPA
2019-04-26,96236.0,Brazil,BOVESPA
2019-04-27,96236.0,Brazil,BOVESPA
2019-04-28,96236.0,Brazil,BOVESPA
2019-04-29,96188.0,Brazil,BOVESPA
2019-04-30,96353.0,Brazil,BOVESPA
2019-05-01,96353.0,Brazil,BOVESPA
2019-05-02,95528.0,Brazil,BOVESPA
2019-05-03,96008.0,Brazil,BOVESPA
2019-05-04,96008.0,Brazil,BOVESPA
2019-05-05,96008.0,Brazil,BOVESPA
2019-05-06,95009.0,Brazil,BOVESPA
2019-05-07,94389.0,Brazil,BOVESPA
2019-05-08,95597.0,Brazil,BOVESPA
2019-05-09,94808.0,Brazil,BOVESPA
2019-05-10,94258.0,Brazil,BOVESPA
2019-05-11,94258.0,Brazil,BOVESPA
2019-05-12,94258.0,Brazil,BOVESPA
2019-05-13,91727.0,Brazil,BOVESPA
2019-05-14,92092.0,Brazil,BOVESPA
2019-05-15,91623.0,Brazil,BOVESPA
2019-05-16,90024.0,Brazil,BOVESPA
2019-05-17,89993.0,Brazil,BOVESPA
2019-05-18,89993.0,Brazil,BOVESPA
2019-05-19,89993.0,Brazil,BOVESPA
2019-05-20,91946.0,Brazil,BOVESPA
2019-05-21,94485.0,Brazil,BOVESPA
2019-05-22,94361.0,Brazil,BOVESPA
2019-05-23,93910.0,Brazil,BOVESPA
2019-05-24,93628.0,Brazil,BOVESPA
2019-05-25,93628.0,Brazil,BOVESPA
2019-05-26,93628.0,Brazil,BOVESPA
2019-05-27,94864.0,Brazil,BOVESPA
2019-05-28,96393.0,Brazil,BOVESPA
2019-05-29,96567.0,Brazil,BOVESPA
2019-05-30,97457.0,Brazil,BOVESPA
2019-05-31,97030.0,Brazil,BOVESPA
2019-06-01,97030.0,Brazil,BOVESPA
2019-06-02,97030.0,Brazil,BOVESPA
2019-06-03,97020.0,Brazil,BOVESPA
2019-06-04,97380.0,Brazil,BOVESPA
2019-06-05,95999.0,Brazil,BOVESPA
2019-06-06,97205.0,Brazil,BOVESPA
2019-06-07,97821.0,Brazil,BOVESPA
2019-06-08,97821.0,Brazil,BOVESPA
2019-06-09,97821.0,Brazil,BOVESPA
2019-06-10,97467.0,Brazil,BOVESPA
2019-06-11,98960.0,Brazil,BOVESPA
2019-06-12,98321.0,Brazil,BOVESPA
2019-06-13,98774.0,Brazil,BOVESPA
2019-06-14,98040.0,Brazil,BOVESPA
2019-06-15,98040.0,Brazil,BOVESPA
2019-06-16,98040.0,Brazil,BOVESPA
2019-06-17,97623.0,Brazil,BOVESPA
2019-06-18,99404.0,Brazil,BOVESPA
2019-06-19,100303.0,Brazil,BOVESPA
2019-06-20,100303.0,Brazil,BOVESPA
2019-06-21,102013.0,Brazil,BOVESPA
2019-06-22,102013.0,Brazil,BOVESPA
2019-06-23,102013.0,Brazil,BOVESPA
2019-06-24,102062.0,Brazil,BOVESPA
2019-06-25,100093.0,Brazil,BOVESPA
2019-06-26,100689.0,Brazil,BOVESPA
2019-06-27,100724.0,Brazil,BOVESPA
2019-06-28,100967.0,Brazil,BOVESPA
2019-06-29,100967.0,Brazil,BOVESPA
2019-06-30,100967.0,Brazil,BOVESPA
2019-07-01,101340.0,Brazil,BOVESPA
2019-07-02,100605.0,Brazil,BOVESPA
2019-07-03,102043.0,Brazil,BOVESPA
2019-07-04,103636.0,Brazil,BOVESPA
2019-07-05,104089.0,Brazil,BOVESPA
2019-07-06,104089.0,Brazil,BOVESPA
2019-07-07,104089.0,Brazil,BOVESPA
2019-07-08,104530.0,Brazil,BOVESPA
2019-07-09,104530.0,Brazil,BOVESPA
2019-07-10,105817.0,Brazil,BOVESPA
2019-07-11,105146.0,Brazil,BOVESPA
2019-07-12,103906.0,Brazil,BOVESPA
2019-07-13,103906.0,Brazil,BOVESPA
2019-07-14,103906.0,Brazil,BOVESPA
2019-07-15,103803.0,Brazil,BOVESPA
2019-07-16,103775.0,Brazil,BOVESPA
2019-07-17,103856.0,Brazil,BOVESPA
2019-07-18,104717.0,Brazil,BOVESPA
2019-07-19,103452.0,Brazil,BOVESPA
2019-07-20,103452.0,Brazil,BOVESPA
2019-07-21,103452.0,Brazil,BOVESPA
2019-07-22,103949.0,Brazil,BOVESPA
2019-07-23,103704.0,Brazil,BOVESPA
2019-07-24,104120.0,Brazil,BOVESPA
2019-07-25,102655.0,Brazil,BOVESPA
2019-07-26,102819.0,Brazil,BOVESPA
2019-07-27,102819.0,Brazil,BOVESPA
2019-07-28,102819.0,Brazil,BOVESPA
2019-07-29,103483.0,Brazil,BOVESPA
2019-07-30,102933.0,Brazil,BOVESPA
2019-07-31,101812.0,Brazil,BOVESPA
2019-08-01,102126.0,Brazil,BOVESPA
2019-08-02,102674.0,Brazil,BOVESPA
2019-08-03,102674.0,Brazil,BOVESPA
2019-08-04,102674.0,Brazil,BOVESPA
2019-08-05,100098.0,Brazil,BOVESPA
2019-08-06,102164.0,Brazil,BOVESPA
2019-08-07,102782.0,Brazil,BOVESPA
2019-08-08,104115.0,Brazil,BOVESPA
2019-08-09,103996.0,Brazil,BOVESPA
2019-08-10,103996.0,Brazil,BOVESPA
2019-08-11,103996.0,Brazil,BOVESPA
2019-08-12,101915.0,Brazil,BOVESPA
2019-08-13,103299.0,Brazil,BOVESPA
2019-08-14,100258.0,Brazil,BOVESPA
2019-08-15,99057.0,Brazil,BOVESPA
2019-08-16,99806.0,Brazil,BOVESPA
2019-08-17,99806.0,Brazil,BOVESPA
2019-08-18,99806.0,Brazil,BOVESPA
2019-08-19,99469.0,Brazil,BOVESPA
2019-08-20,99222.0,Brazil,BOVESPA
2019-08-21,101202.0,Brazil,BOVESPA
2019-08-22,100011.0,Brazil,BOVESPA
2019-08-23,97667.0,Brazil,BOVESPA
2019-08-24,97667.0,Brazil,BOVESPA
2019-08-25,97667.0,Brazil,BOVESPA
2019-08-26,96430.0,Brazil,BOVESPA
2019-08-27,97276.0,Brazil,BOVESPA
2019-08-28,98194.0,Brazil,BOVESPA
2019-08-29,100524.0,Brazil,BOVESPA
2019-08-30,101135.0,Brazil,BOVESPA
2019-08-31,101135.0,Brazil,BOVESPA
2019-09-01,101135.0,Brazil,BOVESPA
2019-09-02,100626.0,Brazil,BOVESPA
2019-09-03,99681.0,Brazil,BOVESPA
2019-09-04,101201.0,Brazil,BOVESPA
2019-09-05,102243.0,Brazil,BOVESPA
2019-09-06,102935.0,Brazil,BOVESPA
2019-09-07,102935.0,Brazil,BOVESPA
2019-09-08,102935.0,Brazil,BOVESPA
2019-09-09,103181.0,Brazil,BOVESPA
2019-09-10,103032.0,Brazil,BOVESPA
2019-09-11,103446.0,Brazil,BOVESPA
2019-09-12,104371.0,Brazil,BOVESPA
2019-09-13,103501.0,Brazil,BOVESPA
2019-09-14,103501.0,Brazil,BOVESPA
2019-09-15,103501.0,Brazil,BOVESPA
2019-09-16,103680.0,Brazil,BOVESPA
2019-09-17,104617.0,Brazil,BOVESPA
2019-09-18,104532.0,Brazil,BOVESPA
2019-09-19,104339.0,Brazil,BOVESPA
2019-09-20,104817.0,Brazil,BOVESPA
2019-09-21,104817.0,Brazil,BOVESPA
2019-09-22,104817.0,Brazil,BOVESPA
2019-09-23,104638.0,Brazil,BOVESPA
2019-09-24,103876.0,Brazil,BOVESPA
2019-09-25,104481.0,Brazil,BOVESPA
2019-09-26,105319.0,Brazil,BOVESPA
2019-09-27,105078.0,Brazil,BOVESPA
2019-09-28,105078.0,Brazil,BOVESPA
2019-09-29,105078.0,Brazil,BOVESPA
2019-09-30,104745.0,Brazil,BOVESPA
2019-10-01,104053.0,Brazil,BOVESPA
2019-10-02,101031.0,Brazil,BOVESPA
2019-10-03,101516.0,Brazil,BOVESPA
2019-10-04,102551.0,Brazil,BOVESPA
2019-10-05,102551.0,Brazil,BOVESPA
2019-10-06,102551.0,Brazil,BOVESPA
2019-10-07,100573.0,Brazil,BOVESPA
2019-10-08,99981.0,Brazil,BOVESPA
2019-10-09,101249.0,Brazil,BOVESPA
2019-10-10,101817.0,Brazil,BOVESPA
2019-10-11,103832.0,Brazil,BOVESPA
2019-10-12,103832.0,Brazil,BOVESPA
2019-10-13,103832.0,Brazil,BOVESPA
2019-10-14,104302.0,Brazil,BOVESPA
2019-10-15,104490.0,Brazil,BOVESPA
2019-10-16,105423.0,Brazil,BOVESPA
2019-10-17,105016.0,Brazil,BOVESPA
2019-10-18,104729.0,Brazil,BOVESPA
2019-10-19,104729.0,Brazil,BOVESPA
2019-10-20,104729.0,Brazil,BOVESPA
2019-10-21,106022.0,Brazil,BOVESPA
2019-10-22,107381.0,Brazil,BOVESPA
2019-10-23,107544.0,Brazil,BOVESPA
2019-10-24,106986.0,Brazil,BOVESPA
2019-10-25,107364.0,Brazil,BOVESPA
2019-10-26,107364.0,Brazil,BOVESPA
2019-10-27,107364.0,Brazil,BOVESPA
2019-10-28,108187.0,Brazil,BOVESPA
2019-10-29,107556.0,Brazil,BOVESPA
2019-10-30,108408.0,Brazil,BOVESPA
2019-10-31,107220.0,Brazil,BOVESPA
2019-11-01,108196.0,Brazil,BOVESPA
2019-11-02,108196.0,Brazil,BOVESPA
2019-11-03,108196.0,Brazil,BOVESPA
2019-11-04,108601.0,Brazil,BOVESPA
2019-11-05,108451.0,Brazil,BOVESPA
2019-11-06,108336.0,Brazil,BOVESPA
2019-11-07,109581.0,Brazil,BOVESPA
2019-11-08,107629.0,Brazil,BOVESPA
2019-11-09,107629.0,Brazil,BOVESPA
2019-11-10,107629.0,Brazil,BOVESPA
2019-11-11,108215.0,Brazil,BOVESPA
2019-11-12,106785.0,Brazil,BOVESPA
2019-11-13,105914.0,Brazil,BOVESPA
2019-11-14,106557.0,Brazil,BOVESPA
2019-11-15,106557.0,Brazil,BOVESPA
2019-11-16,106557.0,Brazil,BOVESPA
2019-11-17,106557.0,Brazil,BOVESPA
2019-11-18,106347.0,Brazil,BOVESPA
2019-11-19,105618.0,Brazil,BOVESPA
2019-11-20,105618.0,Brazil,BOVESPA
2019-11-21,107497.0,Brazil,BOVESPA
2019-11-22,108692.0,Brazil,BOVESPA
2019-11-23,108692.0,Brazil,BOVESPA
2019-11-24,108692.0,Brazil,BOVESPA
2019-11-25,108424.0,Brazil,BOVESPA
2019-11-26,107059.0,Brazil,BOVESPA
2019-11-27,107708.0,Brazil,BOVESPA
2019-11-28,108290.0,Brazil,BOVESPA
2019-11-29,108233.0,Brazil,BOVESPA
2019-11-30,108233.0,Brazil,BOVESPA
2019-12-01,108233.0,Brazil,BOVESPA
2019-12-02,109061.0,Brazil,BOVESPA
2019-12-03,108956.0,Brazil,BOVESPA
2019-12-04,110301.0,Brazil,BOVESPA
2019-12-05,110622.0,Brazil,BOVESPA
2019-12-06,111126.0,Brazil,BOVESPA
2019-12-07,111126.0,Brazil,BOVESPA
2019-12-08,111126.0,Brazil,BOVESPA
2019-12-09,110977.0,Brazil,BOVESPA
2019-12-10,110672.0,Brazil,BOVESPA
2019-12-11,110964.0,Brazil,BOVESPA
2019-12-12,112200.0,Brazil,BOVESPA
2019-12-13,112565.0,Brazil,BOVESPA
2019-12-14,112565.0,Brazil,BOVESPA
2019-12-15,112565.0,Brazil,BOVESPA
2019-12-16,111896.0,Brazil,BOVESPA
2019-12-17,112616.0,Brazil,BOVESPA
2019-12-18,114315.0,Brazil,BOVESPA
2019-12-19,115131.0,Brazil,BOVESPA
2019-12-20,115121.0,Brazil,BOVESPA
2019-12-21,115121.0,Brazil,BOVESPA
2019-12-22,115121.0,Brazil,BOVESPA
2019-12-23,115863.0,Brazil,BOVESPA
2019-12-24,115863.0,Brazil,BOVESPA
2019-12-25,115863.0,Brazil,BOVESPA
2019-12-26,117203.0,Brazil,BOVESPA
2019-12-27,116534.0,Brazil,BOVESPA
2019-12-28,116534.0,Brazil,BOVESPA
2019-12-29,116534.0,Brazil,BOVESPA
2019-12-30,115964.0,Brazil,BOVESPA
2019-12-31,115964.0,Brazil,BOVESPA
2020-01-01,115964.0,Brazil,BOVESPA
2020-01-02,118573.0,Brazil,BOVESPA
2020-01-03,117707.0,Brazil,BOVESPA
2020-01-04,117707.0,Brazil,BOVESPA
2020-01-05,117707.0,Brazil,BOVESPA
2020-01-06,116878.0,Brazil,BOVESPA
2020-01-07,116662.0,Brazil,BOVESPA
2020-01-08,116247.0,Brazil,BOVESPA
2020-01-09,115947.0,Brazil,BOVESPA
2020-01-10,115503.0,Brazil,BOVESPA
2020-01-11,115503.0,Brazil,BOVESPA
2020-01-12,115503.0,Brazil,BOVESPA
2020-01-13,117325.0,Brazil,BOVESPA
2020-01-14,117632.0,Brazil,BOVESPA
2020-01-15,116414.0,Brazil,BOVESPA
2020-01-16,116704.0,Brazil,BOVESPA
2020-01-17,118478.0,Brazil,BOVESPA
2020-01-18,118478.0,Brazil,BOVESPA
2020-01-19,118478.0,Brazil,BOVESPA
2020-01-20,118862.0,Brazil,BOVESPA
2020-01-21,117026.0,Brazil,BOVESPA
2020-01-22,118391.0,Brazil,BOVESPA
2020-01-23,119528.0,Brazil,BOVESPA
2020-01-24,118376.0,Brazil,BOVESPA
2020-01-25,118376.0,Brazil,BOVESPA
2020-01-26,118376.0,Brazil,BOVESPA
2020-01-27,114482.0,Brazil,BOVESPA
2020-01-28,116479.0,Brazil,BOVESPA
2020-01-29,115385.0,Brazil,BOVESPA
2020-01-30,115528.0,Brazil,BOVESPA
2020-01-31,113761.0,Brazil,BOVESPA
2020-02-01,113761.0,Brazil,BOVESPA
2020-02-02,113761.0,Brazil,BOVESPA
2020-02-03,114629.0,Brazil,BOVESPA
2020-02-04,115557.0,Brazil,BOVESPA
2020-02-05,116028.0,Brazil,BOVESPA
2020-02-06,115190.0,Brazil,BOVESPA
2020-02-07,113770.0,Brazil,BOVESPA
2020-02-08,113770.0,Brazil,BOVESPA
2020-02-09,113770.0,Brazil,BOVESPA
2020-02-10,112570.0,Brazil,BOVESPA
2020-02-11,115371.0,Brazil,BOVESPA
2020-02-12,116674.0,Brazil,BOVESPA
2020-02-13,115662.0,Brazil,BOVESPA
2020-02-14,114381.0,Brazil,BOVESPA
2020-02-15,114381.0,Brazil,BOVESPA
2020-02-16,114381.0,Brazil,BOVESPA
2020-02-17,115309.0,Brazil,BOVESPA
2020-02-18,114977.0,Brazil,BOVESPA
2020-02-19,116518.0,Brazil,BOVESPA
2020-02-20,114586.0,Brazil,BOVESPA
2020-02-21,113681.0,Brazil,BOVESPA
2020-02-22,113681.0,Brazil,BOVESPA
2020-02-23,113681.0,Brazil,BOVESPA
2020-02-24,113681.0,Brazil,BOVESPA
2020-02-25,113681.0,Brazil,BOVESPA
2020-02-26,113681.0,Brazil,BOVESPA
2020-02-27,102984.0,Brazil,BOVESPA
2020-02-28,104172.0,Brazil,BOVESPA
2020-02-29,104172.0,Brazil,BOVESPA
2020-03-01,104172.0,Brazil,BOVESPA
2020-03-02,106625.0,Brazil,BOVESPA
2020-03-03,105537.0,Brazil,BOVESPA
2020-03-04,107224.0,Brazil,BOVESPA
2020-03-05,102233.0,Brazil,BOVESPA
2020-03-06,97997.0,Brazil,BOVESPA
2020-03-07,97997.0,Brazil,BOVESPA
2020-03-08,97997.0,Brazil,BOVESPA
2020-03-09,86067.0,Brazil,BOVESPA
2020-03-10,92214.0,Brazil,BOVESPA
2020-03-11,85171.0,Brazil,BOVESPA
2020-03-12,72583.0,Brazil,BOVESPA
2020-03-13,82678.0,Brazil,BOVESPA
2020-03-14,82678.0,Brazil,BOVESPA
2020-03-15,82678.0,Brazil,BOVESPA
2020-03-16,71168.0,Brazil,BOVESPA
2020-03-17,74617.0,Brazil,BOVESPA
2020-03-18,66895.0,Brazil,BOVESPA
2020-03-19,68332.0,Brazil,BOVESPA
2020-03-20,67069.0,Brazil,BOVESPA
2020-03-21,67069.0,Brazil,BOVESPA
2020-03-22,67069.0,Brazil,BOVESPA
2020-03-23,63570.0,Brazil,BOVESPA
2020-03-24,69729.0,Brazil,BOVESPA
2020-03-25,74956.0,Brazil,BOVESPA
2020-03-26,77710.0,Brazil,BOVESPA
2020-03-27,73429.0,Brazil,BOVESPA
2020-03-28,73429.0,Brazil,BOVESPA
2020-03-29,73429.0,Brazil,BOVESPA
2020-03-30,74640.0,Brazil,BOVESPA
2020-03-31,73020.0,Brazil,BOVESPA
2020-04-01,70967.0,Brazil,BOVESPA
2020-04-02,72253.0,Brazil,BOVESPA
2020-04-03,69538.0,Brazil,BOVESPA
2020-04-04,69538.0,Brazil,BOVESPA
2020-04-05,69538.0,Brazil,BOVESPA
2020-04-06,74073.0,Brazil,BOVESPA
2020-04-07,76358.0,Brazil,BOVESPA
2020-04-08,78625.0,Brazil,BOVESPA
2020-04-09,77682.0,Brazil,BOVESPA
2020-04-10,77682.0,Brazil,BOVESPA
2020-04-11,77682.0,Brazil,BOVESPA
2020-04-12,77682.0,Brazil,BOVESPA
2020-04-13,78836.0,Brazil,BOVESPA
2020-04-14,79918.0,Brazil,BOVESPA
2020-04-15,78831.0,Brazil,BOVESPA
2020-04-16,77812.0,Brazil,BOVESPA
2020-04-17,78990.0,Brazil,BOVESPA
2020-04-18,78990.0,Brazil,BOVESPA
2020-04-19,78990.0,Brazil,BOVESPA
2020-04-20,78973.0,Brazil,BOVESPA
2020-04-21,78973.0,Brazil,BOVESPA
2020-04-22,80687.0,Brazil,BOVESPA
2020-04-23,79673.0,Brazil,BOVESPA
2020-04-24,75331.0,Brazil,BOVESPA
2020-04-25,75331.0,Brazil,BOVESPA
2020-04-26,75331.0,Brazil,BOVESPA
2020-04-27,78239.0,Brazil,BOVESPA
2020-04-28,81312.0,Brazil,BOVESPA
2020-04-29,83171.0,Brazil,BOVESPA
2020-04-30,80506.0,Brazil,BOVESPA
2020-05-01,80506.0,Brazil,BOVESPA
2020-05-02,80506.0,Brazil,BOVESPA
2020-05-03,80506.0,Brazil,BOVESPA
2020-05-04,78876.0,Brazil,BOVESPA
2020-05-05,79471.0,Brazil,BOVESPA
2020-05-06,79064.0,Brazil,BOVESPA
2020-05-07,78119.0,Brazil,BOVESPA
2020-05-08,80263.0,Brazil,BOVESPA
2020-05-09,80263.0,Brazil,BOVESPA
2020-05-10,80263.0,Brazil,BOVESPA
2020-05-11,79065.0,Brazil,BOVESPA
2020-05-12,77872.0,Brazil,BOVESPA
2020-05-13,77772.0,Brazil,BOVESPA
2020-05-14,79011.0,Brazil,BOVESPA
2020-05-15,77557.0,Brazil,BOVESPA
2020-05-16,77557.0,Brazil,BOVESPA
2020-05-17,77557.0,Brazil,BOVESPA
2020-05-18,81194.0,Brazil,BOVESPA
2020-05-19,80742.0,Brazil,BOVESPA
2020-05-20,81319.0,Brazil,BOVESPA
2020-05-21,83027.0,Brazil,BOVESPA
2020-05-22,82173.0,Brazil,BOVESPA
2020-05-23,82173.0,Brazil,BOVESPA
2020-05-24,82173.0,Brazil,BOVESPA
2020-05-25,85663.0,Brazil,BOVESPA
2020-05-26,85469.0,Brazil,BOVESPA
2020-05-27,87946.0,Brazil,BOVESPA
2020-05-28,86949.0,Brazil,BOVESPA
2020-05-29,87403.0,Brazil,BOVESPA
2020-05-30,87403.0,Brazil,BOVESPA
2020-05-31,87403.0,Brazil,BOVESPA
2020-06-01,88620.0,Brazil,BOVESPA
2020-06-02,91046.0,Brazil,BOVESPA
2020-06-03,93002.0,Brazil,BOVESPA
2020-06-04,93829.0,Brazil,BOVESPA
2020-06-05,94637.0,Brazil,BOVESPA
2020-06-06,94637.0,Brazil,BOVESPA
2020-06-07,94637.0,Brazil,BOVESPA
2020-06-08,97645.0,Brazil,BOVESPA
2020-06-09,96747.0,Brazil,BOVESPA
2020-06-10,94686.0,Brazil,BOVESPA
2020-06-11,94686.0,Brazil,BOVESPA
2020-06-12,92795.0,Brazil,BOVESPA
2020-06-13,92795.0,Brazil,BOVESPA
2020-06-14,92795.0,Brazil,BOVESPA
2020-06-15,92376.0,Brazil,BOVESPA
2020-06-16,93531.0,Brazil,BOVESPA
2020-06-17,95547.0,Brazil,BOVESPA
2020-06-18,96125.0,Brazil,BOVESPA
2020-06-19,96572.0,Brazil,BOVESPA
2020-06-20,96572.0,Brazil,BOVESPA
2020-06-21,96572.0,Brazil,BOVESPA
2020-06-22,95336.0,Brazil,BOVESPA
2020-06-23,95975.0,Brazil,BOVESPA
2020-06-24,94377.0,Brazil,BOVESPA
2020-06-25,95983.0,Brazil,BOVESPA
2020-06-26,93834.0,Brazil,BOVESPA
2020-06-27,93834.0,Brazil,BOVESPA
2020-06-28,93834.0,Brazil,BOVESPA
2020-06-29,95735.0,Brazil,BOVESPA
2020-06-30,95056.0,Brazil,BOVESPA
2020-07-01,96203.0,Brazil,BOVESPA
2020-07-02,96235.0,Brazil,BOVESPA
2020-07-03,96765.0,Brazil,BOVESPA
2020-07-04,96765.0,Brazil,BOVESPA
2020-07-05,96765.0,Brazil,BOVESPA
2020-07-06,98937.0,Brazil,BOVESPA
2020-07-07,97761.0,Brazil,BOVESPA
2020-07-08,99770.0,Brazil,BOVESPA
2020-07-09,99160.0,Brazil,BOVESPA
2020-07-10,100032.0,Brazil,BOVESPA
2020-07-11,100032.0,Brazil,BOVESPA
2020-07-12,100032.0,Brazil,BOVESPA
2020-07-13,98697.0,Brazil,BOVESPA
2020-07-14,100440.0,Brazil,BOVESPA
2020-07-15,101791.0,Brazil,BOVESPA
2020-07-16,100553.0,Brazil,BOVESPA
2020-07-17,102888.0,Brazil,BOVESPA
2020-07-18,102888.0,Brazil,BOVESPA
2020-07-19,102888.0,Brazil,BOVESPA
2020-07-20,104426.0,Brazil,BOVESPA
2020-07-21,104310.0,Brazil,BOVESPA
2020-07-22,104290.0,Brazil,BOVESPA
2020-07-23,102293.0,Brazil,BOVESPA
2020-07-24,102382.0,Brazil,BOVESPA
2020-07-25,102382.0,Brazil,BOVESPA
2020-07-26,102382.0,Brazil,BOVESPA
2020-07-27,104477.0,Brazil,BOVESPA
2020-07-28,104109.0,Brazil,BOVESPA
2020-07-29,105605.0,Brazil,BOVESPA
2020-07-30,105009.0,Brazil,BOVESPA
2020-07-31,102912.0,Brazil,BOVESPA
2020-08-01,102912.0,Brazil,BOVESPA
2020-08-02,102912.0,Brazil,BOVESPA
2020-08-03,102830.0,Brazil,BOVESPA
2020-08-04,101216.0,Brazil,BOVESPA
