,Date,Country, Silver Price per tr oz
0,2019-01-01,Canada,21.13
1,2019-01-02,Canada,21.09
2,2019-01-03,Canada,21.23
3,2019-01-04,Canada,20.99
4,2019-01-05,Canada,20.99
5,2019-01-06,Canada,20.99
6,2019-01-07,Canada,20.82
7,2019-01-08,Canada,20.79
8,2019-01-09,Canada,20.8
9,2019-01-10,Canada,20.6
10,2019-01-11,Canada,20.7
11,2019-01-12,Canada,20.7
12,2019-01-13,Canada,20.7
13,2019-01-14,Canada,20.8
14,2019-01-15,Canada,20.67
15,2019-01-16,Canada,20.69
16,2019-01-17,Canada,20.62
17,2019-01-18,Canada,20.35
18,2019-01-19,Canada,20.35
19,2019-01-20,Canada,20.35
20,2019-01-21,Canada,20.3
21,2019-01-22,Canada,20.47
22,2019-01-23,Canada,20.5
23,2019-01-24,Canada,20.45
24,2019-01-25,Canada,20.81
25,2019-01-26,Canada,20.81
26,2019-01-27,Canada,20.81
27,2019-01-28,Canada,20.87
28,2019-01-29,Canada,21.01
29,2019-01-30,Canada,21.12
30,2019-01-31,Canada,21.08
31,2019-02-01,Canada,20.85
32,2019-02-02,Canada,20.85
33,2019-02-03,Canada,20.85
34,2019-02-04,Canada,20.8
35,2019-02-05,Canada,20.81
36,2019-02-06,Canada,20.71
37,2019-02-07,Canada,20.94
38,2019-02-08,Canada,21.02
39,2019-02-09,Canada,21.02
40,2019-02-10,Canada,21.02
41,2019-02-11,Canada,20.91
42,2019-02-12,Canada,20.76
43,2019-02-13,Canada,20.64
44,2019-02-14,Canada,20.77
45,2019-02-15,Canada,20.89
46,2019-02-16,Canada,20.89
47,2019-02-17,Canada,20.89
48,2019-02-18,Canada,20.93
49,2019-02-19,Canada,21.12
50,2019-02-20,Canada,21.16
51,2019-02-21,Canada,20.91
52,2019-02-22,Canada,20.91
53,2019-02-23,Canada,20.91
54,2019-02-24,Canada,20.91
55,2019-02-25,Canada,20.97
56,2019-02-26,Canada,20.99
57,2019-02-27,Canada,20.74
58,2019-02-28,Canada,20.52
59,2019-03-01,Canada,20.23
60,2019-03-02,Canada,20.23
61,2019-03-03,Canada,20.23
62,2019-03-04,Canada,20.08
63,2019-03-05,Canada,20.19
64,2019-03-06,Canada,20.28
65,2019-03-07,Canada,20.21
66,2019-03-08,Canada,20.57
67,2019-03-09,Canada,20.57
68,2019-03-10,Canada,20.57
69,2019-03-11,Canada,20.49
70,2019-03-12,Canada,20.61
71,2019-03-13,Canada,20.54
72,2019-03-14,Canada,20.26
73,2019-03-15,Canada,20.38
74,2019-03-16,Canada,20.38
75,2019-03-17,Canada,20.38
76,2019-03-18,Canada,20.47
77,2019-03-19,Canada,20.48
78,2019-03-20,Canada,20.6
79,2019-03-21,Canada,20.66
80,2019-03-22,Canada,20.71
81,2019-03-23,Canada,20.71
82,2019-03-24,Canada,20.71
83,2019-03-25,Canada,20.81
84,2019-03-26,Canada,20.66
85,2019-03-27,Canada,20.5
86,2019-03-28,Canada,20.17
87,2019-03-29,Canada,20.21
88,2019-03-30,Canada,20.21
89,2019-03-31,Canada,20.21
90,2019-04-01,Canada,20.11
91,2019-04-02,Canada,20.15
92,2019-04-03,Canada,20.2
93,2019-04-04,Canada,20.23
94,2019-04-05,Canada,20.21
95,2019-04-06,Canada,20.21
96,2019-04-07,Canada,20.21
97,2019-04-08,Canada,20.29
98,2019-04-09,Canada,20.28
99,2019-04-10,Canada,20.29
100,2019-04-11,Canada,20.05
101,2019-04-12,Canada,19.95
102,2019-04-13,Canada,19.95
103,2019-04-14,Canada,19.95
104,2019-04-15,Canada,20.05
105,2019-04-16,Canada,20.03
106,2019-04-17,Canada,20.01
107,2019-04-18,Canada,20.08
108,2019-04-19,Canada,20.03
109,2019-04-20,Canada,20.03
110,2019-04-21,Canada,20.03
111,2019-04-22,Canada,20.03
112,2019-04-23,Canada,19.92
113,2019-04-24,Canada,20.16
114,2019-04-25,Canada,20.16
115,2019-04-26,Canada,20.3
116,2019-04-27,Canada,20.3
117,2019-04-28,Canada,20.3
118,2019-04-29,Canada,20.07
119,2019-04-30,Canada,20.0
120,2019-05-01,Canada,19.73
121,2019-05-02,Canada,19.71
122,2019-05-03,Canada,20.05
123,2019-05-04,Canada,20.05
124,2019-05-05,Canada,20.05
125,2019-05-06,Canada,20.02
126,2019-05-07,Canada,20.11
127,2019-05-08,Canada,20.02
128,2019-05-09,Canada,19.9
129,2019-05-10,Canada,19.84
130,2019-05-11,Canada,19.84
131,2019-05-12,Canada,19.84
132,2019-05-13,Canada,19.9
133,2019-05-14,Canada,19.92
134,2019-05-15,Canada,19.89
135,2019-05-16,Canada,19.62
136,2019-05-17,Canada,19.38
137,2019-05-18,Canada,19.38
138,2019-05-19,Canada,19.38
139,2019-05-20,Canada,19.42
140,2019-05-21,Canada,19.38
141,2019-05-22,Canada,19.41
142,2019-05-23,Canada,19.68
143,2019-05-24,Canada,19.58
144,2019-05-25,Canada,19.58
145,2019-05-26,Canada,19.58
146,2019-05-27,Canada,19.63
147,2019-05-28,Canada,19.37
148,2019-05-29,Canada,19.52
149,2019-05-30,Canada,19.6
150,2019-05-31,Canada,19.7
151,2019-06-01,Canada,19.7
152,2019-06-02,Canada,19.7
153,2019-06-03,Canada,19.86
154,2019-06-04,Canada,19.84
155,2019-06-05,Canada,19.87
156,2019-06-06,Canada,19.9
157,2019-06-07,Canada,19.93
158,2019-06-08,Canada,19.93
159,2019-06-09,Canada,19.93
160,2019-06-10,Canada,19.5
161,2019-06-11,Canada,19.6
162,2019-06-12,Canada,19.71
163,2019-06-13,Canada,19.88
164,2019-06-14,Canada,19.95
165,2019-06-15,Canada,19.95
166,2019-06-16,Canada,19.95
167,2019-06-17,Canada,19.9
168,2019-06-18,Canada,20.09
169,2019-06-19,Canada,20.12
170,2019-06-20,Canada,20.34
171,2019-06-21,Canada,20.31
172,2019-06-22,Canada,20.31
173,2019-06-23,Canada,20.31
174,2019-06-24,Canada,20.35
175,2019-06-25,Canada,20.24
176,2019-06-26,Canada,20.03
177,2019-06-27,Canada,19.98
178,2019-06-28,Canada,20.05
179,2019-06-29,Canada,20.05
180,2019-06-30,Canada,20.05
181,2019-07-01,Canada,19.89
182,2019-07-02,Canada,20.08
183,2019-07-03,Canada,19.98
184,2019-07-04,Canada,19.95
185,2019-07-05,Canada,19.62
186,2019-07-06,Canada,19.62
187,2019-07-07,Canada,19.62
188,2019-07-08,Canada,19.68
189,2019-07-09,Canada,19.83
190,2019-07-10,Canada,19.94
191,2019-07-11,Canada,19.76
192,2019-07-12,Canada,19.84
193,2019-07-13,Canada,19.84
194,2019-07-14,Canada,19.84
195,2019-07-15,Canada,20.08
196,2019-07-16,Canada,20.37
197,2019-07-17,Canada,20.83
198,2019-07-18,Canada,21.29
199,2019-07-19,Canada,21.16
200,2019-07-20,Canada,21.16
201,2019-07-21,Canada,21.16
202,2019-07-22,Canada,21.46
203,2019-07-23,Canada,21.55
204,2019-07-24,Canada,21.81
205,2019-07-25,Canada,21.6
206,2019-07-26,Canada,21.59
207,2019-07-27,Canada,21.59
208,2019-07-28,Canada,21.59
209,2019-07-29,Canada,21.67
210,2019-07-30,Canada,21.78
211,2019-07-31,Canada,21.46
212,2019-08-01,Canada,21.58
213,2019-08-02,Canada,21.42
214,2019-08-03,Canada,21.42
215,2019-08-04,Canada,21.42
216,2019-08-05,Canada,21.66
217,2019-08-06,Canada,21.85
218,2019-08-07,Canada,22.77
219,2019-08-08,Canada,22.4
220,2019-08-09,Canada,22.45
221,2019-08-10,Canada,22.45
222,2019-08-11,Canada,22.45
223,2019-08-12,Canada,22.6
224,2019-08-13,Canada,22.43
225,2019-08-14,Canada,22.93
226,2019-08-15,Canada,22.97
227,2019-08-16,Canada,22.71
228,2019-08-17,Canada,22.71
229,2019-08-18,Canada,22.71
230,2019-08-19,Canada,22.49
231,2019-08-20,Canada,22.86
232,2019-08-21,Canada,22.76
233,2019-08-22,Canada,22.68
234,2019-08-23,Canada,23.15
235,2019-08-24,Canada,23.15
236,2019-08-25,Canada,23.15
237,2019-08-26,Canada,23.41
238,2019-08-27,Canada,24.16
239,2019-08-28,Canada,24.43
240,2019-08-29,Canada,24.27
241,2019-08-30,Canada,24.47
242,2019-08-31,Canada,24.47
243,2019-09-01,Canada,24.47
244,2019-09-02,Canada,24.63
245,2019-09-03,Canada,25.69
246,2019-09-04,Canada,25.91
247,2019-09-05,Canada,24.67
248,2019-09-06,Canada,23.95
249,2019-09-07,Canada,23.95
250,2019-09-08,Canada,23.95
251,2019-09-09,Canada,23.7
252,2019-09-10,Canada,23.68
253,2019-09-11,Canada,23.9
254,2019-09-12,Canada,23.91
255,2019-09-13,Canada,23.16
256,2019-09-14,Canada,23.16
257,2019-09-15,Canada,23.16
258,2019-09-16,Canada,23.63
259,2019-09-17,Canada,23.87
260,2019-09-18,Canada,23.58
261,2019-09-19,Canada,23.59
262,2019-09-20,Canada,23.84
263,2019-09-21,Canada,23.84
264,2019-09-22,Canada,23.84
265,2019-09-23,Canada,24.72
266,2019-09-24,Canada,24.64
267,2019-09-25,Canada,23.77
268,2019-09-26,Canada,23.65
269,2019-09-27,Canada,23.25
270,2019-09-28,Canada,23.25
271,2019-09-29,Canada,23.25
272,2019-09-30,Canada,22.52
273,2019-10-01,Canada,22.79
274,2019-10-02,Canada,23.38
275,2019-10-03,Canada,23.41
276,2019-10-04,Canada,23.38
277,2019-10-05,Canada,23.38
278,2019-10-06,Canada,23.38
279,2019-10-07,Canada,23.2
280,2019-10-08,Canada,23.63
281,2019-10-09,Canada,23.65
282,2019-10-10,Canada,23.28
283,2019-10-11,Canada,23.17
284,2019-10-12,Canada,23.17
285,2019-10-13,Canada,23.17
286,2019-10-14,Canada,23.37
287,2019-10-15,Canada,22.99
288,2019-10-16,Canada,22.97
289,2019-10-17,Canada,23.06
290,2019-10-18,Canada,23.04
291,2019-10-19,Canada,23.04
292,2019-10-20,Canada,23.04
293,2019-10-21,Canada,22.99
294,2019-10-22,Canada,22.95
295,2019-10-23,Canada,22.94
296,2019-10-24,Canada,23.29
297,2019-10-25,Canada,23.56
298,2019-10-26,Canada,23.56
299,2019-10-27,Canada,23.56
300,2019-10-28,Canada,23.3
301,2019-10-29,Canada,23.31
302,2019-10-30,Canada,23.51
303,2019-10-31,Canada,23.83
304,2019-11-01,Canada,23.79
305,2019-11-02,Canada,23.79
306,2019-11-03,Canada,23.79
307,2019-11-04,Canada,23.76
308,2019-11-05,Canada,23.13
309,2019-11-06,Canada,23.25
310,2019-11-07,Canada,22.57
311,2019-11-08,Canada,22.23
312,2019-11-09,Canada,22.23
313,2019-11-10,Canada,22.23
314,2019-11-11,Canada,22.29
315,2019-11-12,Canada,22.19
316,2019-11-13,Canada,22.48
317,2019-11-14,Canada,22.57
318,2019-11-15,Canada,22.42
319,2019-11-16,Canada,22.42
320,2019-11-17,Canada,22.42
321,2019-11-18,Canada,22.51
322,2019-11-19,Canada,22.76
323,2019-11-20,Canada,22.83
324,2019-11-21,Canada,22.72
325,2019-11-22,Canada,22.63
326,2019-11-23,Canada,22.63
327,2019-11-24,Canada,22.63
328,2019-11-25,Canada,22.47
329,2019-11-26,Canada,22.68
330,2019-11-27,Canada,22.53
331,2019-11-28,Canada,22.47
332,2019-11-29,Canada,22.61
333,2019-11-30,Canada,22.61
334,2019-12-01,Canada,22.61
335,2019-12-02,Canada,22.5
336,2019-12-03,Canada,22.84
337,2019-12-04,Canada,22.24
338,2019-12-05,Canada,22.35
339,2019-12-06,Canada,21.97
340,2019-12-07,Canada,21.97
341,2019-12-08,Canada,21.97
342,2019-12-09,Canada,21.98
343,2019-12-10,Canada,22.06
344,2019-12-11,Canada,22.21
345,2019-12-12,Canada,22.33
346,2019-12-13,Canada,22.31
347,2019-12-14,Canada,22.31
348,2019-12-15,Canada,22.31
349,2019-12-16,Canada,22.43
350,2019-12-17,Canada,22.39
351,2019-12-18,Canada,22.32
352,2019-12-19,Canada,22.41
353,2019-12-20,Canada,22.62
354,2019-12-21,Canada,22.62
355,2019-12-22,Canada,22.62
356,2019-12-23,Canada,22.93
357,2019-12-24,Canada,23.43
358,2019-12-25,Canada,23.42
359,2019-12-26,Canada,23.49
360,2019-12-27,Canada,23.23
361,2019-12-28,Canada,23.23
362,2019-12-29,Canada,23.23
363,2019-12-30,Canada,23.43
364,2019-12-31,Canada,23.18
365,2020-01-01,Canada,23.19
366,2020-01-02,Canada,23.4
367,2020-01-03,Canada,23.46
368,2020-01-04,Canada,23.46
369,2020-01-05,Canada,23.46
370,2020-01-06,Canada,23.54
371,2020-01-07,Canada,23.94
372,2020-01-08,Canada,23.61
373,2020-01-09,Canada,23.36
374,2020-01-10,Canada,23.62
375,2020-01-11,Canada,23.62
376,2020-01-12,Canada,23.62
377,2020-01-13,Canada,23.46
378,2020-01-14,Canada,23.26
379,2020-01-15,Canada,23.5
380,2020-01-16,Canada,23.4
381,2020-01-17,Canada,23.54
382,2020-01-18,Canada,23.54
383,2020-01-19,Canada,23.54
384,2020-01-20,Canada,23.6
385,2020-01-21,Canada,23.26
386,2020-01-22,Canada,23.44
387,2020-01-23,Canada,23.37
388,2020-01-24,Canada,23.8
389,2020-01-25,Canada,23.8
390,2020-01-26,Canada,23.8
391,2020-01-27,Canada,23.89
392,2020-01-28,Canada,22.98
393,2020-01-29,Canada,23.18
394,2020-01-30,Canada,23.56
395,2020-01-31,Canada,23.9
396,2020-02-01,Canada,23.9
397,2020-02-02,Canada,23.9
398,2020-02-03,Canada,23.5
399,2020-02-04,Canada,23.34
400,2020-02-05,Canada,23.38
401,2020-02-06,Canada,23.69
402,2020-02-07,Canada,23.56
403,2020-02-08,Canada,23.56
404,2020-02-09,Canada,23.56
405,2020-02-10,Canada,23.66
406,2020-02-11,Canada,23.44
407,2020-02-12,Canada,23.17
408,2020-02-13,Canada,23.42
409,2020-02-14,Canada,23.53
410,2020-02-15,Canada,23.53
411,2020-02-16,Canada,23.53
412,2020-02-17,Canada,23.53
413,2020-02-18,Canada,24.11
414,2020-02-19,Canada,24.37
415,2020-02-20,Canada,24.36
416,2020-02-21,Canada,24.45
417,2020-02-22,Canada,24.45
418,2020-02-23,Canada,24.45
419,2020-02-24,Canada,24.77
420,2020-02-25,Canada,23.91
421,2020-02-26,Canada,23.9
422,2020-02-27,Canada,23.81
423,2020-02-28,Canada,22.36
424,2020-02-29,Canada,22.36
425,2020-03-01,Canada,22.36
426,2020-03-02,Canada,22.31
427,2020-03-03,Canada,23.06
428,2020-03-04,Canada,23.03
429,2020-03-05,Canada,23.38
430,2020-03-06,Canada,23.28
431,2020-03-07,Canada,23.28
432,2020-03-08,Canada,23.28
433,2020-03-09,Canada,23.32
434,2020-03-10,Canada,23.19
435,2020-03-11,Canada,23.08
436,2020-03-12,Canada,22.03
437,2020-03-13,Canada,20.31
438,2020-03-14,Canada,20.31
439,2020-03-15,Canada,20.31
440,2020-03-16,Canada,18.09
441,2020-03-17,Canada,17.93
442,2020-03-18,Canada,17.38
443,2020-03-19,Canada,17.59
444,2020-03-20,Canada,18.16
445,2020-03-21,Canada,18.16
446,2020-03-22,Canada,18.16
447,2020-03-23,Canada,19.25
448,2020-03-24,Canada,20.68
449,2020-03-25,Canada,20.53
450,2020-03-26,Canada,20.19
451,2020-03-27,Canada,20.26
452,2020-03-28,Canada,20.26
453,2020-03-29,Canada,20.26
454,2020-03-30,Canada,19.93
455,2020-03-31,Canada,19.66
456,2020-04-01,Canada,19.83
457,2020-04-02,Canada,20.46
458,2020-04-03,Canada,20.46
459,2020-04-04,Canada,20.46
460,2020-04-05,Canada,20.46
461,2020-04-06,Canada,21.18
462,2020-04-07,Canada,21.02
463,2020-04-08,Canada,21.0
464,2020-04-09,Canada,21.57
465,2020-04-10,Canada,21.55
466,2020-04-11,Canada,21.55
467,2020-04-12,Canada,21.55
468,2020-04-13,Canada,21.39
469,2020-04-14,Canada,21.9
470,2020-04-15,Canada,21.83
471,2020-04-16,Canada,21.88
472,2020-04-17,Canada,21.26
473,2020-04-18,Canada,21.26
474,2020-04-19,Canada,21.26
475,2020-04-20,Canada,21.68
476,2020-04-21,Canada,21.15
477,2020-04-22,Canada,21.41
478,2020-04-23,Canada,21.5
479,2020-04-24,Canada,21.5
480,2020-04-25,Canada,21.5
481,2020-04-26,Canada,21.5
482,2020-04-27,Canada,21.33
483,2020-04-28,Canada,21.22
484,2020-04-29,Canada,21.25
485,2020-04-30,Canada,20.9
486,2020-05-01,Canada,21.11
487,2020-05-02,Canada,21.11
488,2020-05-03,Canada,21.11
489,2020-05-04,Canada,20.82
490,2020-05-05,Canada,21.03
491,2020-05-06,Canada,21.02
492,2020-05-07,Canada,21.47
493,2020-05-08,Canada,21.55
494,2020-05-09,Canada,21.55
495,2020-05-10,Canada,21.55
496,2020-05-11,Canada,21.71
497,2020-05-12,Canada,21.75
498,2020-05-13,Canada,21.96
499,2020-05-14,Canada,22.32
500,2020-05-15,Canada,23.49
501,2020-05-16,Canada,23.49
502,2020-05-17,Canada,23.49
503,2020-05-18,Canada,23.64
504,2020-05-19,Canada,24.2
505,2020-05-20,Canada,24.4
506,2020-05-21,Canada,23.87
507,2020-05-22,Canada,24.11
508,2020-05-23,Canada,24.11
509,2020-05-24,Canada,24.11
510,2020-05-25,Canada,24.13
511,2020-05-26,Canada,23.61
512,2020-05-27,Canada,23.75
513,2020-05-28,Canada,23.91
514,2020-05-29,Canada,24.6
515,2020-05-30,Canada,24.6
516,2020-05-31,Canada,24.6
517,2020-06-01,Canada,24.85
518,2020-06-02,Canada,24.45
519,2020-06-03,Canada,23.83
520,2020-06-04,Canada,23.9
521,2020-06-05,Canada,23.4
522,2020-06-06,Canada,23.4
523,2020-06-07,Canada,23.4
524,2020-06-08,Canada,23.8
525,2020-06-09,Canada,23.54
526,2020-06-10,Canada,24.31
527,2020-06-11,Canada,24.06
528,2020-06-12,Canada,23.78
529,2020-06-13,Canada,23.78
530,2020-06-14,Canada,23.78
531,2020-06-15,Canada,23.59
532,2020-06-16,Canada,23.67
533,2020-06-17,Canada,23.75
534,2020-06-18,Canada,23.66
535,2020-06-19,Canada,23.99
536,2020-06-20,Canada,23.99
537,2020-06-21,Canada,23.99
538,2020-06-22,Canada,23.97
539,2020-06-23,Canada,24.29
540,2020-06-24,Canada,23.88
541,2020-06-25,Canada,24.28
542,2020-06-26,Canada,24.36
543,2020-06-27,Canada,24.36
544,2020-06-28,Canada,24.36
545,2020-06-29,Canada,24.39
546,2020-06-30,Canada,24.73
547,2020-07-01,Canada,24.48
548,2020-07-02,Canada,24.35
549,2020-07-03,Canada,24.51
550,2020-07-04,Canada,24.51
551,2020-07-05,Canada,24.51
552,2020-07-06,Canada,24.74
553,2020-07-07,Canada,24.92
554,2020-07-08,Canada,25.31
555,2020-07-09,Canada,25.35
556,2020-07-10,Canada,25.44
557,2020-07-11,Canada,25.44
558,2020-07-12,Canada,25.44
559,2020-07-13,Canada,25.96
560,2020-07-14,Canada,26.17
561,2020-07-15,Canada,26.24
562,2020-07-16,Canada,26.01
563,2020-07-17,Canada,26.27
564,2020-07-18,Canada,26.27
565,2020-07-19,Canada,26.27
566,2020-07-20,Canada,26.97
567,2020-07-21,Canada,28.66
568,2020-07-22,Canada,30.89
569,2020-07-23,Canada,30.31
570,2020-07-24,Canada,30.55
571,2020-07-25,Canada,30.55
572,2020-07-26,Canada,30.55
573,2020-07-27,Canada,32.85
574,2020-07-28,Canada,32.68
575,2020-07-29,Canada,32.41
576,2020-07-30,Canada,31.57
577,2020-07-31,Canada,32.69
578,2020-08-01,Canada,32.69
579,2020-08-02,Canada,32.69
580,2020-08-03,Canada,32.58
581,2020-08-04,Canada,34.64
582,2020-08-05,Canada,35.76
583,2020-08-06,Canada,38.47
584,2020-08-07,Canada,37.9
585,2020-08-08,Canada,37.9
586,2020-08-09,Canada,37.9
587,2020-08-10,Canada,38.84
588,2020-08-11,Canada,32.96
589,2020-08-12,Canada,33.75
590,2020-08-13,Canada,36.34
591,2020-08-14,Canada,35.04
592,2020-08-15,Canada,35.04
593,2020-08-16,Canada,35.04
594,2020-08-17,Canada,36.31
595,2020-08-18,Canada,36.4
596,2020-08-19,Canada,35.25
597,2020-08-20,Canada,35.87
598,2020-08-21,Canada,35.16
599,2020-08-22,Canada,35.16
600,2020-08-23,Canada,35.16
601,2020-08-24,Canada,35.15
602,2020-08-25,Canada,34.92
603,2020-08-26,Canada,36.11
604,2020-08-27,Canada,35.42
605,2020-08-28,Canada,36.0
606,2020-08-29,Canada,36.0
607,2020-08-30,Canada,36.0
608,2020-08-31,Canada,36.68
609,2020-09-01,Canada,36.71
610,2020-09-02,Canada,35.75
611,2020-09-03,Canada,34.88
612,2020-09-04,Canada,35.1
613,2020-09-05,Canada,35.1
614,2020-09-06,Canada,35.1
615,2020-09-07,Canada,35.36
616,2020-09-08,Canada,35.27
617,2020-09-09,Canada,35.44
618,2020-09-10,Canada,35.45
619,2020-09-11,Canada,35.19
620,2019-01-01,United Kingdom,12.1483
621,2019-01-02,United Kingdom,12.3161
622,2019-01-03,United Kingdom,12.4614
623,2019-01-04,United Kingdom,12.3303
624,2019-01-05,United Kingdom,12.3303
625,2019-01-06,United Kingdom,12.3303
626,2019-01-07,United Kingdom,12.2484
627,2019-01-08,United Kingdom,12.3157
628,2019-01-09,United Kingdom,12.3121
629,2019-01-10,United Kingdom,12.2088
630,2019-01-11,United Kingdom,12.1408
631,2019-01-12,United Kingdom,12.1408
632,2019-01-13,United Kingdom,12.1408
633,2019-01-14,United Kingdom,12.1691
634,2019-01-15,United Kingdom,12.1143
635,2019-01-16,United Kingdom,12.1167
636,2019-01-17,United Kingdom,11.9571
637,2019-01-18,United Kingdom,11.9185
638,2019-01-19,United Kingdom,11.9185
639,2019-01-20,United Kingdom,11.9185
640,2019-01-21,United Kingdom,11.8441
641,2019-01-22,United Kingdom,11.8279
642,2019-01-23,United Kingdom,11.7579
643,2019-01-24,United Kingdom,11.7243
644,2019-01-25,United Kingdom,11.93
645,2019-01-26,United Kingdom,11.93
646,2019-01-27,United Kingdom,11.93
647,2019-01-28,United Kingdom,11.9596
648,2019-01-29,United Kingdom,12.1188
649,2019-01-30,United Kingdom,12.2472
650,2019-01-31,United Kingdom,12.2563
651,2019-02-01,United Kingdom,12.1659
652,2019-02-02,United Kingdom,12.1659
653,2019-02-03,United Kingdom,12.1659
654,2019-02-04,United Kingdom,12.1702
655,2019-02-05,United Kingdom,12.2466
656,2019-02-06,United Kingdom,12.118
657,2019-02-07,United Kingdom,12.1503
658,2019-02-08,United Kingdom,12.2235
659,2019-02-09,United Kingdom,12.2235
660,2019-02-10,United Kingdom,12.2235
661,2019-02-11,United Kingdom,12.229
662,2019-02-12,United Kingdom,12.1626
663,2019-02-13,United Kingdom,12.1209
664,2019-02-14,United Kingdom,12.1917
665,2019-02-15,United Kingdom,12.2401
666,2019-02-16,United Kingdom,12.2401
667,2019-02-17,United Kingdom,12.2401
668,2019-02-18,United Kingdom,12.2331
669,2019-02-19,United Kingdom,12.2397
670,2019-02-20,United Kingdom,12.3045
671,2019-02-21,United Kingdom,12.109
672,2019-02-22,United Kingdom,12.1952
673,2019-02-23,United Kingdom,12.1952
674,2019-02-24,United Kingdom,12.1952
675,2019-02-25,United Kingdom,12.136
676,2019-02-26,United Kingdom,12.0278
677,2019-02-27,United Kingdom,11.8416
678,2019-02-28,United Kingdom,11.7507
679,2019-03-01,United Kingdom,11.5212
680,2019-03-02,United Kingdom,11.5212
681,2019-03-03,United Kingdom,11.5212
682,2019-03-04,United Kingdom,11.4455
683,2019-03-05,United Kingdom,11.4801
684,2019-03-06,United Kingdom,11.4541
685,2019-03-07,United Kingdom,11.4791
686,2019-03-08,United Kingdom,11.7765
687,2019-03-09,United Kingdom,11.7765
688,2019-03-10,United Kingdom,11.7765
689,2019-03-11,United Kingdom,11.6334
690,2019-03-12,United Kingdom,11.8069
691,2019-03-13,United Kingdom,11.5735
692,2019-03-14,United Kingdom,11.4714
693,2019-03-15,United Kingdom,11.4993
694,2019-03-16,United Kingdom,11.4993
695,2019-03-17,United Kingdom,11.4993
696,2019-03-18,United Kingdom,11.5784
697,2019-03-19,United Kingdom,11.5893
698,2019-03-20,United Kingdom,11.7338
699,2019-03-21,United Kingdom,11.7994
700,2019-03-22,United Kingdom,11.6753
701,2019-03-23,United Kingdom,11.6753
702,2019-03-24,United Kingdom,11.6753
703,2019-03-25,United Kingdom,11.7574
704,2019-03-26,United Kingdom,11.6853
705,2019-03-27,United Kingdom,11.5884
706,2019-03-28,United Kingdom,11.5042
707,2019-03-29,United Kingdom,11.6205
708,2019-03-30,United Kingdom,11.6205
709,2019-03-31,United Kingdom,11.6205
710,2019-04-01,United Kingdom,11.5351
711,2019-04-02,United Kingdom,11.5033
712,2019-04-03,United Kingdom,11.4994
713,2019-04-04,United Kingdom,11.5779
714,2019-04-05,United Kingdom,11.582
715,2019-04-06,United Kingdom,11.582
716,2019-04-07,United Kingdom,11.582
717,2019-04-08,United Kingdom,11.6651
718,2019-04-09,United Kingdom,11.6517
719,2019-04-10,United Kingdom,11.6355
720,2019-04-11,United Kingdom,11.4698
721,2019-04-12,United Kingdom,11.4457
722,2019-04-13,United Kingdom,11.4457
723,2019-04-14,United Kingdom,11.4457
724,2019-04-15,United Kingdom,11.4527
725,2019-04-16,United Kingdom,11.499
726,2019-04-17,United Kingdom,11.4983
727,2019-04-18,United Kingdom,11.5475
728,2019-04-19,United Kingdom,11.5061
729,2019-04-20,United Kingdom,11.5061
730,2019-04-21,United Kingdom,11.5061
731,2019-04-22,United Kingdom,11.5599
732,2019-04-23,United Kingdom,11.4701
733,2019-04-24,United Kingdom,11.5792
734,2019-04-25,United Kingdom,11.5911
735,2019-04-26,United Kingdom,11.68
736,2019-04-27,United Kingdom,11.68
737,2019-04-28,United Kingdom,11.68
738,2019-04-29,United Kingdom,11.5299
739,2019-04-30,United Kingdom,11.4628
740,2019-05-01,United Kingdom,11.2456
741,2019-05-02,United Kingdom,11.2232
742,2019-05-03,United Kingdom,11.341
743,2019-05-04,United Kingdom,11.341
744,2019-05-05,United Kingdom,11.341
745,2019-05-06,United Kingdom,11.369
746,2019-05-07,United Kingdom,11.4144
747,2019-05-08,United Kingdom,11.4156
748,2019-05-09,United Kingdom,11.349
749,2019-05-10,United Kingdom,11.3791
750,2019-05-11,United Kingdom,11.3791
751,2019-05-12,United Kingdom,11.3791
752,2019-05-13,United Kingdom,11.393
753,2019-05-14,United Kingdom,11.4671
754,2019-05-15,United Kingdom,11.517
755,2019-05-16,United Kingdom,11.3894
756,2019-05-17,United Kingdom,11.3233
757,2019-05-18,United Kingdom,11.3233
758,2019-05-19,United Kingdom,11.3233
759,2019-05-20,United Kingdom,11.3657
760,2019-05-21,United Kingdom,11.378
761,2019-05-22,United Kingdom,11.416
762,2019-05-23,United Kingdom,11.544
763,2019-05-24,United Kingdom,11.4602
764,2019-05-25,United Kingdom,11.4602
765,2019-05-26,United Kingdom,11.4602
766,2019-05-27,United Kingdom,11.5152
767,2019-05-28,United Kingdom,11.3454
768,2019-05-29,United Kingdom,11.4323
769,2019-05-30,United Kingdom,11.5169
770,2019-05-31,United Kingdom,11.5389
771,2019-06-01,United Kingdom,11.5389
772,2019-06-02,United Kingdom,11.5389
773,2019-06-03,United Kingdom,11.6743
774,2019-06-04,United Kingdom,11.6672
775,2019-06-05,United Kingdom,11.673
776,2019-06-06,United Kingdom,11.724
777,2019-06-07,United Kingdom,11.7934
778,2019-06-08,United Kingdom,11.7934
779,2019-06-09,United Kingdom,11.7934
780,2019-06-10,United Kingdom,11.5896
781,2019-06-11,United Kingdom,11.5962
782,2019-06-12,United Kingdom,11.6433
783,2019-06-13,United Kingdom,11.7677
784,2019-06-14,United Kingdom,11.8131
