Currency:,USD,USD,USD,USD,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
Unique Identifier: ,H10/H10/RXI$US_N.B.AL,H10/H10/RXI$US_N.B.EU,H10/H10/RXI$US_N.B.NZ,H10/H10/RXI$US_N.B.UK,H10/H10/RXI_N.B.BZ,H10/H10/RXI_N.B.CA,H10/H10/RXI_N.B.CH,H10/H10/RXI_N.B.DN,H10/H10/RXI_N.B.HK,H10/H10/RXI_N.B.IN,H10/H10/RXI_N.B.JA,H10/H10/RXI_N.B.MA,H10/H10/RXI_N.B.MX,H10/H10/RXI_N.B.NO,H10/H10/RXI_N.B.SF,H10/H10/RXI_N.B.SI,H10/H10/RXI_N.B.KO,H10/H10/RXI_N.B.SL,H10/H10/RXI_N.B.SD,H10/H10/RXI_N.B.SZ,H10/H10/RXI_N.B.TA,H10/H10/RXI_N.B.TH,H10/H10/RXI_N.B.VES
Time Period,RXI$US_N.B.AL,RXI$US_N.B.EU,RXI$US_N.B.NZ,RXI$US_N.B.UK,RXI_N.B.BZ,RXI_N.B.CA,RXI_N.B.CH,RXI_N.B.DN,RXI_N.B.HK,RXI_N.B.IN,RXI_N.B.JA,RXI_N.B.MA,RXI_N.B.MX,RXI_N.B.NO,RXI_N.B.SF,RXI_N.B.SI,RXI_N.B.KO,RXI_N.B.SL,RXI_N.B.SD,RXI_N.B.SZ,RXI_N.B.TA,RXI_N.B.TH,RXI_N.B.VES
7/29/2019,0.6908,1.1142,0.6632,1.2236,3.7873,1.3151,6.8927,6.7004,7.8192,68.73,108.86,4.125,19.067,8.7007,14.1975,1.37,1183.36,176.11,9.4853,0.9916,31.1,30.85,8816.3119
7/30/2019,0.6872,1.1148,0.6609,1.2148,3.7867,1.3169,6.8833,6.6986,7.8241,68.82,108.66,4.125,19.075,8.7571,14.2025,1.3711,1181.94,176.15,9.5678,0.9908,31.06,30.79,9806.3667
7/31/2019,0.6888,1.113,0.6598,1.222,3.7571,1.3143,6.8833,6.7092,7.8275,68.81,108.58,4.126,18.993,8.7808,14.1525,1.3687,1182.74,176.3,9.5929,0.9902,31.09,30.7,10704.2831
8/1/2019,0.6858,1.1062,0.6564,1.2145,3.8366,1.3202,6.8972,6.7501,7.8266,69,108.28,4.1423,19.17,8.8706,14.5175,1.372,1187,176.44,9.6492,0.9938,31.15,30.83,11236.3199
8/2/2019,0.6806,1.1112,0.6547,1.2132,3.8789,1.3217,6.9387,6.7189,7.8288,69.65,106.64,4.1551,19.3115,8.9135,14.6825,1.3754,1196.59,176.6,9.6397,0.982,31.38,30.71,11879.4422
8/5/2019,0.678,1.1197,0.6539,1.2165,3.9423,1.3196,7.0481,6.6658,7.8413,70.8,106.02,4.1777,19.5545,8.9183,14.8625,1.3819,1215.5,176.8,9.6109,0.9721,31.63,30.82,11909.8633
8/6/2019,0.677,1.1196,0.6529,1.2149,3.974,1.3252,7.0192,6.6666,7.8384,70.9,106.45,4.1897,19.6125,8.9087,14.9125,1.381,1214.83,177.35,9.588,0.9782,31.48,30.72,12011.4765
8/7/2019,0.6754,1.1236,0.6461,1.2158,3.9863,1.333,7.0592,6.6422,7.8429,71.18,105.62,4.1859,19.6825,8.965,15.0675,1.3831,1214.46,177.3,9.6311,0.9708,31.51,30.8,12528.0595
8/8/2019,0.6812,1.121,0.6482,1.2138,3.9349,1.3241,7.044,6.6588,7.8403,70.62,106.04,4.1814,19.4935,8.9215,15.025,1.3813,1208.77,176.8,9.5777,0.9751,31.34,30.75,12776.523
8/9/2019,0.6796,1.1222,0.6479,1.2085,3.9385,1.3226,7.0613,6.6503,7.8426,70.91,105.3,4.1835,19.443,8.8778,15.2525,1.384,1214.15,176.75,9.5384,0.971,31.41,30.79,12971.9326
8/12/2019,0.6756,1.1212,0.6457,1.207,3.9862,1.3232,7.0578,6.6565,7.8464,71.27,105.38,4.1835,19.5525,8.9123,15.3,1.3866,1215.7,176.75,9.5709,0.9696,31.4,30.85,13192.1268
8/13/2019,0.6798,1.1182,0.6457,1.2067,3.9531,1.3221,7.0423,6.6732,7.8462,71.41,106.6,4.195,19.421,8.8756,15.1225,1.383,1220.7,176.85,9.5513,0.9744,31.5,30.78,13579.2824
8/14/2019,0.6742,1.1144,0.6425,1.2068,4.0143,1.332,7.0224,6.6931,7.8467,71.27,105.79,4.1866,19.6323,8.9735,15.4025,1.3896,1212.44,176.85,9.6326,0.9736,31.36,30.84,13728.672
8/15/2019,0.6784,1.1106,0.6446,1.2112,4.01,1.3322,7.0327,6.7162,7.8411,71.79,106.12,4.1933,19.6335,9.0116,15.24,1.3885,1214.34,177.1,9.6393,0.9762,31.33,30.82,13886.662
8/16/2019,0.6782,1.1091,0.643,1.2152,3.9926,1.328,7.0413,6.7239,7.8426,71.15,106.34,4.178,19.557,8.9899,15.215,1.3852,1205.75,177.1,9.6643,0.98,31.3,30.91,14036.4553
8/19/2019,0.6772,1.1096,0.642,1.2138,4.0344,1.3306,7.0499,6.7206,7.8457,71.44,106.5,4.1762,19.811,8.9716,15.415,1.3861,1210.6,177.3,9.6668,0.9808,31.36,30.85,14447.3284
8/20/2019,0.6777,1.1092,0.6416,1.2153,4.0409,1.3331,7.0597,6.7211,7.8434,71.54,106.35,4.181,19.7565,9.0008,15.365,1.385,1207.93,177.9,9.7057,0.9792,31.39,30.76,14447.3281
8/21/2019,0.6792,1.1098,0.641,1.2142,4.0188,1.3275,7.0623,6.7176,7.8435,71.43,106.52,4.1758,19.6652,8.9474,15.2025,1.3829,1202,178.75,9.6202,0.9816,31.33,30.77,14606.255
8/22/2019,0.6764,1.1089,0.6379,1.225,4.0558,1.3295,7.0829,6.7233,7.8404,71.9,106.44,4.188,19.74,8.9715,15.205,1.3857,1206.96,179.4,9.6641,0.9834,31.36,30.79,15645.5677
8/23/2019,0.6749,1.1148,0.6395,1.2261,4.1114,1.3319,7.0928,6.6893,7.8438,71.49,105.3,4.19,19.8645,8.9644,15.25,1.3868,1210.5,179.81,9.6278,0.9748,31.43,30.6,15843.9931
8/26/2019,0.6782,1.1112,0.6396,1.2232,4.1528,1.3282,7.1503,6.711,7.8457,72.02,106,4.2015,19.9175,8.9888,15.2525,1.3878,1217.51,179.5,9.6712,0.9782,31.41,30.58,16035.4135
8/27/2019,0.6758,1.1094,0.6366,1.2288,4.1813,1.3274,7.1603,6.7212,7.8469,71.52,105.8,4.202,20.0055,9.0225,15.3275,1.389,1211.38,179.65,9.6623,0.9815,31.39,30.57,16474.7193
8/28/2019,0.6746,1.1084,0.6337,1.2248,4.1553,1.3299,7.1628,6.7273,7.8439,71.75,105.86,4.2125,20.012,9.0337,15.3425,1.3881,1213.75,180.2,9.719,0.9807,31.43,30.61,17607.6048
8/29/2019,0.6734,1.1059,0.6318,1.2197,4.1595,1.3299,7.1434,6.7422,7.8462,71.67,106.5,4.219,20.1185,9.091,15.2875,1.388,1216.14,180.25,9.7695,0.9853,31.34,30.61,18364.0734
8/30/2019,0.673,1.0989,0.6299,1.2166,4.1254,1.329,7.1543,6.785,7.8403,71.45,106.3,4.2047,20.0674,9.1192,15.1925,1.3879,1211.32,179.2,9.8277,0.9899,31.32,30.61,20459.774
9/2/2019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
9/3/2019,0.6758,1.0968,0.6326,1.2086,4.1726,1.3332,7.1786,6.7988,7.8425,72.2,105.88,4.2189,19.992,9.1034,15.1275,1.3906,1212.44,180.2,9.8378,0.9872,31.38,30.6,23271.8172
9/4/2019,0.6796,1.1025,0.6354,1.219,4.114,1.3248,7.144,6.7648,7.8386,72.11,106.28,4.204,19.779,9.0368,14.8025,1.3842,1207.84,180.45,9.7519,0.9817,31.3,30.56,23781.1892
9/5/2019,0.682,1.1038,0.6376,1.2337,4.0908,1.3238,7.1468,6.7584,7.8378,71.84,106.96,4.1855,19.6935,8.9955,14.8475,1.3841,1200.18,180.65,9.6796,0.9868,31.26,30.68,23616.4142
9/6/2019,0.6856,1.1042,0.6439,1.2299,4.0643,1.317,7.1131,6.7568,7.8389,71.68,106.8,4.177,19.5575,8.9668,14.7525,1.3797,1196.81,180.8,9.6179,0.9866,31.22,30.62,20907.5176
9/9/2019,0.6874,1.1056,0.6434,1.2368,4.0819,1.314,7.121,6.7456,7.8378,71.66,107.14,4.177,19.5365,8.9255,14.76,1.3788,1192.33,180.4,9.6489,0.991,31.21,30.63,20379.0349
9/10/2019,0.6868,1.1042,0.6425,1.2355,4.101,1.3141,7.1121,6.7562,7.84,71.89,107.34,4.17,19.5005,8.951,14.6625,1.379,1191.22,180.3,9.6885,0.9908,31.22,30.6,20455.0789
9/11/2019,0.6858,1.1001,0.6415,1.2329,4.0592,1.3199,7.1153,6.7819,7.8396,71.62,107.73,4.178,19.55,8.9762,14.74,1.3798,1191.51,180.27,9.6871,0.9933,31.13,30.58,21128.9399
9/12/2019,0.6871,1.1074,0.6417,1.2357,4.0606,1.3209,7.0787,6.7398,7.8262,70.91,107.97,4.1645,19.421,8.9668,14.5925,1.3741,1180.7,180.3,9.6312,0.9891,31.03,30.4,21175.4074
9/13/2019,0.6886,1.1074,0.6384,1.2462,4.061,1.3268,7.0754,6.7431,7.8237,71,108.12,4.1649,19.3555,8.9765,14.53,1.3727,1176.62,179.74,9.6095,0.9898,30.88,30.47,21391.0349
9/16/2019,0.6865,1.1006,0.6352,1.2423,4.0831,1.324,7.0659,6.7844,7.8177,71.53,107.94,4.1649,19.428,8.9607,14.6225,1.3753,1182.96,180.35,9.6649,0.9919,30.9,30.51,21501.5249
9/17/2019,0.6858,1.1063,0.635,1.2493,4.097,1.3249,7.0905,6.7489,7.822,71.47,108.12,4.18,19.417,8.9357,14.75,1.3745,1186.1,180.55,9.6711,0.9925,30.95,30.51,21501.5254
9/18/2019,0.6844,1.1061,0.6333,1.2478,4.0964,1.3283,7.0849,6.7506,7.8305,71.16,108.17,4.1845,19.348,8.9331,14.6275,1.3735,1191.51,180.65,9.6955,0.995,30.95,30.51,19839.5671
9/19/2019,0.6795,1.1046,0.6301,1.2481,4.1389,1.3258,7.0959,6.7597,7.8318,71.31,108,4.19,19.405,8.9781,14.7175,1.3787,1193.87,180.85,9.7018,0.9927,30.98,30.53,19790.0709
9/20/2019,0.677,1.1004,0.6258,1.2489,4.1698,1.3268,7.0909,6.7856,7.8382,71.05,107.95,4.1659,19.44,9.0461,14.9275,1.3763,1188.16,181.1,9.7313,0.993,30.93,30.49,19822.0563
9/23/2019,0.6772,1.0991,0.6285,1.2428,4.1771,1.3271,7.1168,6.794,7.8401,70.79,107.47,4.177,19.442,9.0552,14.865,1.3777,1195.48,181.4,9.7217,0.9894,30.98,30.46,19666.0254
9/24/2019,0.6793,1.0999,0.6315,1.2475,4.1737,1.3253,7.1138,6.7866,7.8406,70.94,107.32,4.18,19.4485,9.0005,14.915,1.3764,1196.52,181.05,9.6905,0.9872,31.01,30.54,19720.7742
9/25/2019,0.675,1.0949,0.6275,1.2363,4.1764,1.3279,7.1313,6.8181,7.8379,71,107.78,4.1901,19.56,9.0513,14.9975,1.3788,1200.17,181.44,9.7538,0.9909,31.04,30.61,19938.596
9/26/2019,0.6754,1.0938,0.6303,1.2343,4.1517,1.3271,7.13,6.8257,7.837,70.93,107.67,4.193,19.6435,9.0813,14.9925,1.3816,1201.99,181.65,9.757,0.9928,31.02,30.64,20656.4001
9/27/2019,0.6764,1.0942,0.6296,1.2312,4.1576,1.325,7.1218,6.8235,7.8395,70.49,108.05,4.1842,19.681,9.0822,15.1375,1.3812,1200.03,181.8,9.8006,0.9919,31.05,30.63,20851.4159
9/30/2019,0.6746,1.0905,0.6262,1.2305,4.1629,1.3243,7.1477,6.8469,7.8401,70.64,108.11,4.188,19.742,9.0834,15.1575,1.383,1195.85,182,9.8307,0.9978,31.05,30.59,20975.5097
10/1/2019,0.6703,1.0932,0.6246,1.2242,4.1624,1.3235,7.1473,6.8288,7.8425,71.11,107.7,4.192,19.7755,9.1192,15.3525,1.3851,1198.96,182.2,9.8791,0.9936,31.07,30.61,20694.5259
10/2/2019,0.6698,1.0951,0.6256,1.2313,4.1434,1.3313,7.1473,6.8179,7.8431,71.17,107.21,4.193,19.776,9.1412,15.2075,1.3844,1205.47,181.7,9.8791,0.9975,31.06,30.6,20374.5745
10/3/2019,0.6751,1.0991,0.6314,1.239,4.0876,1.3323,7.1473,6.7934,7.8433,71.03,106.76,4.1853,19.6985,9.1065,15.1375,1.38,1204.67,181.37,9.8375,0.9974,30.97,30.53,20203.9537
10/4/2019,0.6764,1.0974,0.6314,1.2309,4.0601,1.3332,7.1473,6.8056,7.8433,70.86,106.91,4.1845,19.5385,9.1025,15.05,1.3785,1192.93,181.35,9.8512,0.9958,30.92,30.42,20112.9486
10/7/2019,0.6742,1.0984,0.6292,1.2322,4.0831,1.3305,7.1473,6.7994,7.8436,70.97,107.06,4.1951,19.55,9.129,15.14,1.3808,1196.49,180.87,9.8999,0.9947,30.89,30.45,20167.4812
10/8/2019,0.6727,1.0949,0.6294,1.2206,4.0846,1.3332,7.1422,6.8213,7.8447,71.21,107.06,4.1911,19.582,9.1735,15.2675,1.3824,1193.24,180.3,9.9471,0.994,30.81,30.4,20062.5987
10/9/2019,0.673,1.0978,0.6299,1.2215,4.1043,1.3327,7.1316,6.8034,7.8454,71.09,107.43,4.1951,19.575,9.1649,15.18,1.3807,1197.29,180.45,9.9576,0.995,30.83,30.31,19614.6394
10/10/2019,0.677,1.1018,0.6324,1.2382,4.1075,1.3274,7.1153,6.7778,7.8411,70.98,107.91,4.1925,19.4575,9.1184,15.0175,1.3755,1190.06,180.5,9.8406,0.9954,30.75,30.39,19708.8834
10/11/2019,0.6804,1.1039,0.6345,1.2683,4.0945,1.3181,7.0868,6.7793,7.8441,70.91,108.52,4.1925,19.3316,9.0664,14.7725,1.3714,1195.61,180.65,9.8406,0.9967,30.75,30.39,19365.1175
10/14/2019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
10/15/2019,0.6757,1.1036,0.6284,1.2737,4.1506,1.3199,7.0814,6.7693,7.8438,71.48,108.83,4.189,19.248,9.1194,14.862,1.3709,1184.67,181.65,9.7916,0.9982,30.62,30.42,19684.0723
10/16/2019,0.6755,1.1075,0.6276,1.2854,4.161,1.3191,7.092,6.7459,7.8446,71.37,108.71,4.1935,19.199,9.1701,14.911,1.3704,1186.38,181.9,9.7807,0.9959,30.69,30.36,18907.6443
10/17/2019,0.6826,1.1129,0.6352,1.2853,4.16,1.3136,7.0766,6.7121,7.8442,71.09,108.51,4.1831,19.155,9.182,14.792,1.3648,1179.05,181.9,9.7088,0.987,30.63,30.27,18807.0796
10/18/2019,0.6846,1.1155,0.6373,1.2904,4.1312,1.3134,7.0805,6.6974,7.8427,71.07,108.44,4.185,19.141,9.1756,14.777,1.3645,1181.06,181.9,9.6665,0.9856,30.59,30.28,19125.7412
10/21/2019,0.6867,1.1145,0.6392,1.2983,4.136,1.31,7.0748,6.7032,7.8437,70.9,108.57,4.1789,19.146,9.1375,14.775,1.3611,1172.57,181.7,9.629,0.9865,30.56,30.27,18663.7878
10/22/2019,0.6863,1.1138,0.6409,1.2948,4.0713,1.3086,7.0761,6.707,7.8426,70.81,108.56,4.187,19.1,9.1407,14.607,1.3622,1170.49,181.55,9.6328,0.9889,30.58,30.3,18328.6044
10/23/2019,0.6847,1.1118,0.6418,1.2886,4.0674,1.3089,7.0624,6.7188,7.8414,70.81,108.64,4.188,19.113,9.1512,14.637,1.3632,1172.07,181.3,9.6592,0.9907,30.6,30.27,18334.4582
10/24/2019,0.6817,1.1098,0.6378,1.281,4.01,1.3078,7.0684,6.731,7.8371,71.01,108.62,4.1859,19.101,9.1372,14.653,1.3638,1173.19,181.1,9.6481,0.9923,30.57,30.25,18540.6793
10/25/2019,0.6829,1.1081,0.6363,1.2833,4.0018,1.3064,7.0647,6.7411,7.8375,70.78,108.75,4.1851,19.049,9.1942,14.6,1.363,1171.58,181.2,9.6901,0.9945,30.59,30.16,19708.6746
10/28/2019,0.6839,1.1094,0.6345,1.286,3.9769,1.3063,7.067,6.7343,7.8394,70.71,109.02,4.1851,19.046,9.2076,14.552,1.3619,1170.17,181.35,9.7045,0.996,30.56,30.23,20403.1702
10/29/2019,0.6862,1.1117,0.6358,1.2905,3.9923,1.3078,7.0655,6.72,7.8398,70.86,108.83,4.1829,19.101,9.2304,14.593,1.3621,1163.03,181.45,9.7176,0.9936,30.52,30.24,21605.7673
10/30/2019,0.6872,1.1123,0.6368,1.2872,4.017,1.3179,7.0541,6.7162,7.8404,70.96,108.88,4.1785,19.167,9.2122,14.976,1.3623,1167.76,181.5,9.6903,0.9909,30.43,30.24,23546.9264
10/31/2019,0.6888,1.1155,0.6414,1.2939,4.013,1.3144,7.0379,6.6964,7.8376,71.01,108.09,4.1761,19.174,9.1818,15.064,1.3608,1169.1,181.05,9.6334,0.9868,30.44,30.18,24354.028
11/1/2019,0.6914,1.1169,0.6445,1.295,3.9756,1.3145,7.0368,6.6892,7.8365,70.76,108.16,4.1642,19.099,9.09,15.035,1.3567,1165.45,181.1,9.5639,0.9855,30.45,30.17,23344.4006
11/4/2019,0.6898,1.1144,0.6416,1.2906,4.0007,1.3145,7.03,6.7037,7.836,70.79,108.56,4.149,19.166,9.1226,14.751,1.3575,1159.29,180.45,9.603,0.9871,30.42,30.2,22437.6783
11/5/2019,0.6892,1.107,0.6377,1.287,3.9865,1.3176,7.0082,6.7496,7.8325,70.81,109.13,4.13,19.219,9.1922,14.779,1.3592,1157.64,180.2,9.6698,0.9932,30.39,30.24,22437.6777
11/6/2019,0.6881,1.1076,0.637,1.2872,4.0582,1.3187,6.9968,6.7455,7.826,70.96,108.86,4.135,19.2,9.1664,14.841,1.36,1156.73,180.5,9.6179,0.992,30.39,30.29,22659.1538
11/7/2019,0.6895,1.1045,0.6351,1.2829,4.0884,1.3177,6.9766,6.7656,7.8265,71.04,109.42,4.1225,19.128,9.1255,14.742,1.3579,1154.44,180.69,9.6369,0.9954,30.35,30.43,23474.5446
11/8/2019,0.6854,1.1019,0.6333,1.279,4.1545,1.3218,6.9954,6.7816,7.8256,71.35,109.14,4.1333,19.108,9.1476,14.798,1.3591,1157.14,180.5,9.7095,0.9971,30.37,30.37,24167.7628
11/11/2019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11/12/2019,0.6846,1.1017,0.6336,1.2855,4.1742,1.3227,7.0066,6.7824,7.8273,71.75,109.09,4.141,19.27,9.1438,14.925,1.3617,1160.8,180.33,9.71,0.9929,30.41,30.34,26714.6124
11/13/2019,0.6831,1.1004,0.6401,1.284,4.1772,1.3239,7.0223,6.7911,7.8302,72.12,108.83,4.152,19.426,9.189,14.911,1.3626,1167.76,180.2,9.7303,0.9892,30.5,30.22,27892.111
11/14/2019,0.678,1.1016,0.6374,1.2879,4.1912,1.3251,7.0195,6.7834,7.8289,71.99,108.33,4.1561,19.44,9.1751,14.828,1.3622,1169.82,180.3,9.6964,0.9878,30.55,30.2,29874.8047
11/15/2019,0.681,1.1046,0.6403,1.2901,4.1957,1.3228,7.0075,6.7647,7.8261,71.6,108.8,4.1535,19.205,9.0857,14.695,1.3602,1166.98,180.06,9.6467,0.9903,30.5,30.26,30010.644
11/18/2019,0.682,1.1079,0.6408,1.2965,4.1932,1.321,7.0246,6.7439,7.8274,71.9,108.61,4.154,19.253,9.1032,14.782,1.3596,1163.76,179.45,9.6139,0.9879,30.5,30.19,29309.7802
11/19/2019,0.6826,1.1075,0.6426,1.2926,4.2032,1.3233,7.0263,6.747,7.8279,71.86,108.59,4.1564,19.342,9.1262,14.755,1.361,1167.13,179.25,9.6399,0.9912,30.5,30.19,28882.3261
11/20/2019,0.6797,1.1063,0.6413,1.2918,4.1955,1.3317,7.0344,6.7546,7.8252,71.74,108.67,4.1614,19.48,9.1425,14.772,1.3615,1169.8,179.2,9.6334,0.9921,30.5,30.19,30358.9651
11/21/2019,0.6793,1.1067,0.6413,1.2915,4.2213,1.3277,7.0285,6.7522,7.8208,71.75,108.53,4.168,19.422,9.1348,14.699,1.3625,1175.71,179.6,9.6344,0.992,30.52,30.21,32015.8372
11/22/2019,0.6784,1.1029,0.6406,1.2829,4.1859,1.3293,7.0389,6.7755,7.8242,71.76,108.67,4.17,19.402,9.1585,14.725,1.3644,1179.33,179.93,9.6235,0.9967,30.51,30.2,32109.9852
11/25/2019,0.677,1.1009,0.6402,1.2885,4.2153,1.3312,7.0349,6.7871,7.8263,71.69,108.95,4.177,19.462,9.1934,14.774,1.3654,1173.09,180.85,9.6468,0.9964,30.51,30.19,32557.146
11/26/2019,0.6787,1.1012,0.642,1.285,4.2594,1.3285,7.0319,6.7841,7.8286,71.51,109.11,4.181,19.493,9.1725,14.792,1.3645,1175.59,181.5,9.5976,0.9978,30.51,30.23,33286.8192
11/27/2019,0.678,1.1002,0.6429,1.2881,4.2569,1.3284,7.028,6.7901,7.8281,71.26,109.38,4.171,19.537,9.1659,14.736,1.3652,1176.89,180.95,9.5794,0.9996,30.5,30.23,35381.9375
11/28/2019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
11/29/2019,0.6762,1.1019,0.6419,1.2939,4.2272,1.3291,7.0308,6.7803,7.8267,71.75,109.47,4.175,19.543,9.2156,14.636,1.3674,1181.33,180.85,9.57,1.0001,30.5,30.22,38108.7104
12/2/2019,0.6819,1.1075,0.6506,1.2936,4.22,1.3298,7.038,6.745,7.8284,71.65,109.09,4.1793,19.567,9.1554,14.564,1.3656,1182.84,181.25,9.5384,0.992,30.51,30.27,38883.3776
12/3/2019,0.6841,1.1089,0.6516,1.3002,4.1928,1.3298,7.0609,6.7373,7.8286,71.7,108.53,4.1739,19.555,9.1772,14.653,1.3644,1190.31,181.5,9.5254,0.9862,30.5,30.26,37512.1453
12/4/2019,0.6851,1.1076,0.6529,1.3095,4.1886,1.3212,7.0489,6.7451,7.8288,71.47,108.87,4.1754,19.482,9.1729,14.598,1.3629,1194.45,181.14,9.5217,0.9893,30.5,30.31,38359.6095
12/5/2019,0.6834,1.1104,0.6545,1.3165,4.1912,1.3177,7.0445,6.7277,7.8289,71.26,108.69,4.1703,19.364,9.1317,14.671,1.3609,1189.23,181.4,9.4811,0.9872,30.48,30.36,39847.7317
12/6/2019,0.6836,1.1052,0.6565,1.3127,4.1749,1.3255,7.0348,6.7607,7.8288,71.26,108.66,4.1579,19.331,9.1347,14.633,1.3606,1189.86,181.1,9.4929,0.9909,30.48,30.35,41571.0831
12/9/2019,0.6832,1.1067,0.6555,1.3157,4.1299,1.3228,7.0389,6.7523,7.8284,71.02,108.59,4.1594,19.229,9.1445,14.67,1.3596,1189.45,181.13,9.5292,0.9879,30.47,30.31,41982.4588
12/10/2019,0.6814,1.109,0.6541,1.3178,4.1412,1.3231,7.0328,6.7385,7.8266,70.84,108.73,4.1649,19.214,9.172,14.829,1.3583,1191.01,181.03,9.4971,0.9852,30.47,30.3,43542.0333
12/11/2019,0.6864,1.1092,0.657,1.3176,4.1179,1.3202,7.0384,6.7377,7.8117,70.73,108.67,4.163,19.178,9.1524,14.718,1.3584,1192.2,181.03,9.4401,0.9856,30.45,30.25,44498.9375
12/12/2019,0.6896,1.1115,0.6584,1.3133,4.099,1.3185,6.9925,6.7232,7.8056,70.62,109.16,4.16,19.089,9.1001,14.533,1.3557,1186.41,180.8,9.406,0.986,30.22,30.16,46019.1032
12/13/2019,0.6871,1.1128,0.6591,1.3349,4.1065,1.3196,6.9925,6.7154,7.7951,70.8,109.28,4.1384,19.066,9.048,14.515,1.3549,1171.97,181,9.4002,0.9838,30.24,30.21,46175.8911
12/16/2019,0.6887,1.1139,0.6597,1.333,4.0681,1.3158,6.9921,6.709,7.7933,70.89,109.64,4.1417,18.981,9.0134,14.396,1.3549,1171.8,181.07,9.3699,0.9839,30.11,30.22,46188.5008
12/17/2019,0.6847,1.1148,0.6568,1.3116,4.0673,1.3155,6.9967,6.703,7.789,71.04,109.52,4.141,18.91,9.0159,14.406,1.3546,1165.81,181.1,9.3754,0.9811,30.13,30.24,46250.6635
12/18/2019,0.6854,1.1113,0.6578,1.3078,4.0624,1.3117,7.0029,6.724,7.7867,70.97,109.58,4.1378,18.958,9.0203,14.302,1.3552,1168.02,181.1,9.4203,0.9819,30.15,30.2,46828.9004
12/19/2019,0.6887,1.1128,0.6607,1.3034,4.058,1.3122,7.0097,6.7148,7.7955,71.11,109.23,4.14,18.941,8.9619,14.215,1.3546,1165.04,181.4,9.4211,0.9777,30.16,30.19,47823.0011
12/20/2019,0.6902,1.1076,0.6607,1.3036,4.0859,1.317,7.0063,6.7443,7.7969,71.07,109.45,4.1385,18.914,8.9673,14.232,1.355,1160.3,181,9.4111,0.9824,30.14,30.19,47049.5708
12/23/2019,0.6917,1.1091,0.6628,1.2917,4.0621,1.3167,7.0124,6.7356,7.785,71.24,109.39,4.1415,18.931,8.947,14.187,1.3562,1163.64,181.25,9.4295,0.982,30.14,30.16,46560.5038
12/24/2019,0.6923,1.1084,0.6641,1.2955,4.0833,1.316,7.0064,6.7399,7.7872,71.23,109.38,4.135,18.955,8.9142,14.143,1.355,1163.21,181.3,9.4133,0.9807,30.14,30.15,45439.3297
12/25/2019,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
12/26/2019,0.6939,1.1102,0.6666,1.3007,4.0602,1.3124,6.9949,6.7295,7.788,71.28,109.67,4.1337,18.944,8.8799,14.132,1.354,1161.18,181.3,9.4108,0.9808,30.11,30.15,45439.3281
12/27/2019,0.6978,1.1174,0.6703,1.309,4.0507,1.3073,6.9954,6.6829,7.7874,71.45,109.47,4.126,18.819,8.8291,14.025,1.352,1160.87,181.35,9.3405,0.9741,30.09,30.14,45144.2341
12/30/2019,0.7004,1.1217,0.6736,1.314,4.0152,1.3058,6.9864,6.6589,7.7857,71.3,108.85,4.1053,18.863,8.7839,14.056,1.3483,1155.75,181.6,9.3145,0.9677,30.04,29.94,45760.1186
12/31/2019,0.703,1.1227,0.6745,1.3269,4.019,1.2962,6.9618,6.6554,7.7894,71.36,108.67,4.0918,18.86,8.7823,13.973,1.3446,1155.46,181.3,9.3425,0.9677,29.91,29.75,46504.2785
1/1/2020,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1/2/2020,0.6982,1.1166,0.6692,1.3128,4.0384,1.2998,6.9642,6.692,7.7889,71.34,108.43,4.0876,18.889,8.8074,14.122,1.3475,1157.95,181.16,9.3689,0.9721,29.99,30.15,46504.2773
1/3/2020,0.6963,1.1173,0.6673,1.3091,4.0378,1.2985,6.9649,6.6888,7.7779,71.76,107.94,4.1015,18.865,8.8181,14.243,1.3486,1165.15,181.2,9.3844,0.9703,30.03,30.18,48587.5894
1/6/2020,0.6932,1.1187,0.6667,1.3163,4.0548,1.2964,6.9749,6.6799,7.769,71.86,108.36,4.104,18.821,8.8034,14.206,1.3493,1167.49,181.2,9.4132,0.9688,30.06,30.16,54305.8215
1/7/2020,0.6861,1.1138,0.6628,1.3127,4.0813,1.3016,6.9443,6.7096,7.7764,71.84,108.53,4.0935,18.876,8.8588,14.301,1.351,1166.21,181.16,9.4504,0.9716,30.05,30.31,54305.8203
