Name,United states,Germany,France,Italy,Japan,United Kingdom,Canada,Indian,China
12/29/78,226.0,137.1,137.1,137.1,#N/A,110.7,#N/A,#N/A,#N/A
1/1/79,226.0,137.1,137.1,137.1,#N/A,110.7,#N/A,#N/A,#N/A
1/2/79,226.8,137.3,137.3,137.3,"43,164.9",111.5,263.7,"1,792.9",#N/A
1/3/79,218.6,134.0,134.0,134.0,"43,717.9",108.0,264.4,"1,802.2",#N/A
1/4/79,223.2,136.8,136.8,136.8,"43,674.9",110.7,264.1,"1,811.7",#N/A
1/5/79,225.5,138.4,138.4,138.4,"44,582.5",111.6,268.4,"1,843.6",#N/A
1/8/79,223.1,136.4,136.4,136.4,"44,436.2",110.2,269.5,"1,841.3",#N/A
1/9/79,224.0,137.3,137.3,137.3,"44,045.6",111.0,266.3,"1,822.5",#N/A
1/10/79,220.7,135.5,135.5,135.5,"43,366.4",109.9,261.8,"1,803.5",#N/A
1/11/79,220.7,135.9,135.9,135.9,"43,770.6",110.2,262.5,"1,814.6",#N/A
1/12/79,217.6,134.1,134.1,134.1,"42,837.1",109.0,257.2,"1,782.6",#N/A
1/15/79,216.9,133.8,133.8,133.8,"42,795.3",108.8,256.8,"1,782.0",#N/A
1/16/79,220.7,135.6,135.6,135.6,"43,225.9",110.2,260.9,"1,796.5",#N/A
1/17/79,227.3,139.2,139.2,139.2,"44,349.7",113.3,267.6,"1,842.1",#N/A
1/18/79,231.8,141.7,141.7,141.7,"44,823.4",115.3,270.8,"1,861.7",#N/A
1/19/79,230.6,141.1,141.1,141.1,"46,908.8",115.1,280.9,"1,940.8",#N/A
1/22/79,235.0,144.0,144.0,144.0,"46,387.4",117.6,278.3,"1,886.9",#N/A
1/23/79,230.0,141.1,141.1,141.1,"45,633.1",115.2,273.3,"1,895.4",#N/A
1/24/79,236.1,144.7,144.7,144.7,"46,372.4",118.1,278.9,"1,926.1",#N/A
1/25/79,233.9,144.0,144.0,144.0,"46,890.3",117.3,280.1,"1,937.8",#N/A
1/26/79,235.5,144.6,144.6,144.6,"46,801.3",118.0,279.6,"1,929.3",#N/A
1/29/79,235.2,145.3,145.3,145.3,"46,917.3",117.9,279.3,"1,887.0",#N/A
1/30/79,233.5,144.1,144.1,144.1,"46,907.2",116.9,278.5,"1,921.6",#N/A
1/31/79,233.7,144.8,144.8,144.8,"45,160.3",117.4,267.1,"1,840.8",#N/A
2/1/79,229.4,142.9,142.9,142.9,"47,160.5",115.8,279.2,"1,927.1",#N/A
2/2/79,230.3,143.5,143.5,143.5,"46,328.3",116.3,275.5,"1,907.4",#N/A
2/5/79,243.1,150.3,150.3,150.3,"47,766.0",122.2,285.8,"1,971.9",#N/A
2/6/79,244.5,150.8,150.8,150.8,"48,317.7",122.6,289.7,"1,996.8",#N/A
2/7/79,251.6,153.7,153.7,153.7,"48,835.7",124.9,296.9,"2,031.0",#N/A
2/8/79,250.5,153.5,153.5,153.5,"50,293.3",124.9,303.3,"2,081.0",#N/A
2/9/79,246.8,151.3,151.3,151.3,"48,548.6",123.3,291.4,"2,000.9",#N/A
2/12/79,244.3,150.0,150.0,150.0,"49,820.4",121.9,298.0,"2,046.4",#N/A
2/13/79,240.6,148.1,148.1,148.1,"48,714.8",120.1,291.0,"2,000.6",#N/A
2/14/79,240.7,148.3,148.3,148.3,"47,638.5",120.0,283.2,"1,946.7",#N/A
2/15/79,247.8,152.4,152.4,152.4,"49,146.7",123.6,292.6,"2,008.3",#N/A
2/16/79,247.1,152.2,152.2,152.2,"49,351.9",123.3,293.5,"2,016.7",#N/A
2/19/79,248.1,152.8,152.8,152.8,"50,094.5",123.9,298.3,"2,047.4",#N/A
2/20/79,247.0,152.2,152.2,152.2,"49,921.7",123.2,296.4,"2,032.4",#N/A
1/16/85,302.7,400.1,400.1,400.1,"77,053.2",270.6,400.8,"3,818.7",857.3
1/17/85,305.5,403.0,403.0,403.0,"77,816.5",273.0,405.7,"3,859.9",866.6
1/18/85,308.0,406.2,406.2,406.2,"78,025.5",274.8,407.5,"3,883.3",868.1
1/21/85,307.3,404.6,404.6,404.6,"77,877.2",273.5,406.5,"3,891.1",866.5
1/22/85,306.9,403.5,403.5,403.5,"77,893.7",272.9,406.0,"3,864.5",865.2
1/23/85,300.3,396.2,396.2,396.2,"76,919.3",270.4,401.3,"3,842.4",862.6
1/24/85,300.9,394.8,394.8,394.8,"76,657.0",269.2,400.2,"3,815.8",856.7
1/25/85,298.9,393.2,393.2,393.2,"75,978.8",269.1,397.3,"3,805.5",854.4
1/28/85,297.8,391.6,391.6,391.6,"75,926.7",268.0,395.9,"3,789.6",840.1
1/29/85,303.3,399.6,399.6,399.6,"77,284.1",272.1,405.1,"3,830.1",851.2
1/30/85,302.9,398.2,398.2,398.2,"77,128.6",268.9,402.3,"3,793.7",840.7
1/31/85,306.7,402.8,402.8,402.8,"77,640.3",271.1,404.8,"3,834.8",842.6
2/1/85,303.6,400.1,400.1,400.1,"78,266.9",270.0,404.7,"3,861.2",847.2
2/4/85,301.3,401.4,401.4,401.4,"78,139.1",270.4,401.8,"3,839.4",850.8
2/5/85,302.1,403.9,403.9,403.9,"78,309.0",271.8,402.5,"3,844.7",854.1
2/6/85,302.9,404.6,404.6,404.6,"78,709.8",271.9,404.9,"3,863.2",857.0
2/7/85,301.7,405.8,405.8,405.8,"78,842.4",270.2,404.2,"3,843.1",852.6
2/8/85,299.8,404.5,404.5,404.5,"78,364.5",270.0,401.4,"3,861.5",851.8
2/11/85,300.2,407.3,407.3,407.3,"78,454.3",273.7,401.2,"3,871.4",849.1
2/12/85,302.5,412.8,412.8,412.8,"79,823.9",278.0,405.6,"3,933.2",865.4
2/13/85,303.2,414.9,414.9,414.9,"79,526.8",278.7,405.4,"3,919.8",863.7
2/14/85,304.2,415.6,415.6,415.6,"79,045.3",278.5,407.3,"3,918.8",862.2
2/15/85,304.0,412.6,412.6,412.6,"78,193.7",275.5,408.1,"3,908.1",857.5
2/18/85,304.5,416.4,416.4,416.4,"79,257.4",278.5,408.1,"3,917.6",865.4
2/19/85,302.6,416.1,416.1,416.1,"78,945.2",276.7,407.3,"3,923.5",859.7
2/20/85,302.9,419.4,419.4,419.4,"79,115.6",278.9,409.7,"3,943.7",865.3
2/21/85,299.9,418.4,418.4,418.4,"79,058.7",277.1,413.2,"3,942.3",866.2
2/22/85,298.4,420.9,420.9,420.9,"78,584.1",277.1,413.0,"3,918.6",861.0
2/25/85,284.3,408.7,408.7,408.7,"75,972.1",269.6,406.6,"3,855.7",839.5
2/26/85,285.8,408.3,408.3,408.3,"74,465.6",271.5,397.2,"3,740.1",826.6
2/27/85,290.8,402.8,402.8,402.8,"75,381.5",267.4,402.0,"3,702.4",816.0
2/28/85,287.8,400.5,400.5,400.5,"75,449.3",266.4,402.5,"3,783.1",821.1
3/1/85,287.3,401.5,401.5,401.5,"75,215.0",267.8,400.3,"3,751.8",820.0
3/4/85,288.7,404.8,404.8,404.8,"74,739.4",270.2,401.8,"3,790.9",824.0
3/5/85,287.9,410.3,410.3,410.3,"75,312.5",272.8,404.7,"3,784.5",835.6
3/6/85,287.4,405.3,405.3,405.3,"74,916.4",268.0,399.0,"3,687.2",816.4
3/7/85,289.6,409.6,409.6,409.6,"75,546.2",271.5,404.3,"3,783.3",828.4
3/8/85,291.0,412.0,412.0,412.0,"75,535.7",272.9,404.7,"3,758.4",827.6
3/11/85,291.0,405.3,405.3,405.3,"75,214.8",267.2,402.4,"3,730.8",813.8
3/12/85,288.5,402.1,402.1,402.1,"75,091.2",264.9,399.1,"3,697.4",809.6
3/13/85,290.3,406.0,406.0,406.0,"75,463.5",267.3,403.1,"3,767.7",815.8
3/14/85,290.8,410.2,410.2,410.2,"75,605.1",269.1,403.7,"3,782.8",820.2
3/15/85,292.7,412.6,412.6,412.6,"75,483.7",270.0,401.7,"3,756.1",816.8
3/18/85,298.9,417.5,417.5,417.5,"76,311.6",270.1,405.8,"3,742.6",829.1
3/19/85,316.8,434.7,434.7,434.7,"78,793.6",278.7,422.4,"3,878.1",844.3
3/20/85,324.0,441.7,441.7,441.7,"85,217.0",281.4,456.9,"4,181.5",903.8
3/21/85,318.5,428.6,428.6,428.6,"79,440.3",268.1,427.5,"3,828.9",821.6
3/22/85,315.5,425.4,425.4,425.4,"81,780.7",268.9,440.2,"4,042.7",853.6
3/25/85,314.6,426.3,426.3,426.3,"81,098.6",268.5,436.2,"3,937.0",902.8
3/26/85,323.8,435.2,435.2,435.2,"80,703.6",273.8,434.8,"3,988.5",894.7
3/27/85,330.4,433.7,433.7,433.7,"83,207.3",266.7,448.0,"4,016.1",891.4
3/28/85,326.3,427.7,427.7,427.7,"83,111.9",265.7,450.4,"4,080.4",896.1
3/29/85,329.3,425.7,425.7,425.7,"82,616.6",266.1,449.7,"4,001.6",892.2
4/1/85,321.1,418.5,418.5,418.5,"81,913.4",262.7,443.4,"4,022.7",934.8
4/2/85,318.8,420.1,420.1,420.1,"80,595.5",264.0,435.7,"3,965.6",924.2
4/3/85,321.3,420.9,420.9,420.9,"81,234.3",264.7,440.2,"4,009.2",931.6
4/4/85,316.8,420.5,420.5,420.5,"80,541.6",264.7,436.5,"3,960.8",932.7
4/5/85,316.8,420.5,420.5,420.5,"80,541.6",264.7,436.5,"3,960.8",932.7
4/8/85,316.8,420.5,420.5,420.5,"80,541.6",264.7,436.5,"3,960.8",911.0
4/9/85,323.1,426.0,426.0,426.0,"82,315.6",267.9,440.7,"4,084.0",921.2
4/10/85,327.3,429.2,429.2,429.2,"82,154.3",269.1,444.7,"4,046.8",914.2
4/11/85,332.3,429.1,429.1,429.1,"82,909.2",266.2,449.2,"4,012.5",906.5
4/12/85,329.9,423.2,423.2,423.2,"83,129.4",262.5,450.6,"4,053.6",906.0
4/15/85,334.3,424.4,424.4,424.4,"82,639.7",262.2,449.9,"3,989.5",922.0
4/16/85,330.5,420.0,420.0,420.0,"82,680.0",259.2,450.5,"4,049.8",925.3
4/17/85,327.4,415.6,415.6,415.6,"81,590.2",256.0,442.7,"3,983.9",910.3
4/18/85,329.8,414.0,414.0,414.0,"80,776.5",255.3,439.3,"3,883.4",897.0
4/19/85,327.0,408.6,408.6,408.6,"80,975.3",252.7,442.6,"3,932.4",901.3
4/22/85,327.8,414.7,414.7,414.7,"81,543.5",256.6,444.1,"4,024.5",943.3
4/23/85,326.7,420.8,420.8,420.8,"81,304.7",260.9,443.3,"4,062.1",956.4
4/24/85,322.0,421.7,421.7,421.7,"81,110.9",262.9,441.1,"4,045.3",967.3
4/25/85,322.5,425.7,425.7,425.7,"81,235.8",267.8,440.6,"4,049.4",983.1
4/26/85,323.5,425.4,425.4,425.4,"81,453.6",265.9,440.1,"3,962.7",973.7
4/29/85,322.5,421.4,421.4,421.4,"81,669.1",262.2,441.8,"3,978.4",905.2
4/30/85,321.4,417.9,417.9,417.9,"81,705.2",258.6,443.1,"3,994.6",900.5
5/1/85,312.5,411.9,411.9,411.9,"79,706.2",255.4,431.7,"3,938.2",889.2
5/2/85,313.3,415.6,415.6,415.6,"79,353.9",256.5,431.0,"3,933.1",886.7
5/3/85,312.8,421.1,421.1,421.1,"79,658.6",258.9,432.6,"3,934.2",895.1
5/6/85,312.8,421.1,421.1,421.1,"79,658.6",258.9,432.6,"3,934.2",910.5
5/7/85,313.5,416.2,416.2,416.2,"78,438.8",257.4,429.8,"3,880.0",895.8
5/8/85,312.9,417.8,417.8,417.8,"79,232.8",259.0,433.1,"3,941.6",909.3
5/9/85,315.1,411.7,411.7,411.7,"79,070.0",254.7,435.7,"3,875.7",891.4
5/10/85,314.5,412.5,412.5,412.5,"79,264.3",254.9,431.9,"3,890.5",890.7
5/13/85,321.0,414.1,414.1,414.1,"79,553.8",256.0,432.9,"3,864.0",894.3
5/14/85,326.5,417.5,417.5,417.5,"81,079.5",256.4,447.5,"3,983.9",902.8
5/15/85,322.8,416.3,416.3,416.3,"80,987.5",255.4,443.3,"3,985.7",904.6
5/16/85,320.1,415.9,415.9,415.9,"80,577.5",254.4,439.8,"3,978.0",901.5
5/17/85,322.5,416.5,416.5,416.5,"80,139.7",254.9,438.5,"3,943.9",895.2
5/20/85,323.3,411.9,411.9,411.9,"80,742.4",252.1,443.1,"3,961.4",903.2
5/21/85,314.9,404.9,404.9,404.9,"79,249.5",247.6,434.2,"3,893.9",890.7
5/22/85,316.3,409.2,409.2,409.2,"79,601.1",250.2,435.0,"3,935.9",898.9
5/23/85,315.4,407.4,407.4,407.4,"79,319.3",249.8,432.4,"3,903.6",897.1
5/24/85,314.7,408.4,408.4,408.4,"79,476.8",249.8,433.8,"3,917.3",898.9
5/27/85,314.7,408.4,408.4,408.4,"79,476.8",249.8,433.8,"3,917.3",903.7
5/28/85,311.3,406.6,406.6,406.6,"78,945.4",248.7,432.7,"3,919.1",902.7
5/29/85,312.0,403.5,403.5,403.5,"78,321.7",246.2,429.7,"3,836.3",883.6
5/30/85,314.6,406.8,406.8,406.8,"79,213.4",246.8,433.8,"3,898.4",889.5
5/31/85,314.0,403.4,403.4,403.4,"78,609.6",244.1,430.0,"3,857.0",875.9
6/3/85,318.1,407.9,407.9,407.9,"79,112.6",246.3,434.5,"3,927.4",886.3
6/4/85,315.7,404.8,404.8,404.8,"79,213.7",247.2,434.9,"3,966.6",896.5
6/5/85,314.2,405.9,405.9,405.9,"78,437.5",250.0,432.1,"3,937.0",899.7
6/6/85,314.8,404.2,404.2,404.2,"78,112.0",247.6,431.3,"3,892.8",891.0
6/7/85,314.3,406.5,406.5,406.5,"78,451.0",247.9,431.1,"3,903.5",892.0
6/10/85,312.0,406.2,406.2,406.2,"77,842.0",248.1,426.9,"3,891.6",903.9
6/11/85,315.0,408.1,408.1,408.1,"78,687.7",249.4,431.9,"3,921.5",912.3
6/12/85,314.5,407.2,407.2,407.2,"78,594.0",248.1,430.0,"3,907.5",907.6
6/13/85,313.8,408.0,408.0,408.0,"78,406.5",248.1,430.5,"3,907.4",907.6
6/14/85,318.3,408.5,408.5,408.5,"79,127.8",248.4,435.5,"3,912.4",908.8
6/17/85,318.9,410.6,410.6,410.6,"79,320.1",249.2,437.1,"3,936.7",900.2
6/18/85,323.8,413.0,413.0,413.0,"80,221.3",249.1,442.1,"3,948.3",899.8
6/19/85,325.4,413.1,413.1,413.1,"80,416.5",249.0,442.9,"3,996.3",899.2
6/20/85,318.1,411.2,411.2,411.2,"79,027.2",248.9,434.2,"3,944.6",899.0
6/21/85,313.5,404.0,404.0,404.0,"77,772.0",243.5,426.9,"3,851.6",879.2
6/24/85,314.7,406.1,406.1,406.1,"78,313.7",244.6,430.0,"3,876.0",905.9
6/25/85,315.5,406.5,406.5,406.5,"78,414.9",245.4,430.4,"3,901.9",909.2
6/26/85,316.8,405.5,405.5,405.5,"78,730.2",243.9,430.9,"3,872.0",903.7
6/27/85,315.0,405.0,405.0,405.0,"78,475.9",243.7,429.7,"3,887.0",902.8
6/28/85,317.8,405.0,405.0,405.0,"78,952.5",242.6,431.9,"3,874.7",898.6
7/1/85,313.9,401.2,401.2,401.2,"77,062.5",240.4,427.4,"3,847.1",905.5
7/2/85,308.3,394.4,394.4,394.4,"76,560.4",236.3,418.3,"3,774.7",889.9
7/3/85,310.4,395.7,395.7,395.7,"76,924.7",236.6,421.0,"3,790.2",890.7
7/4/85,310.6,395.5,395.5,395.5,"76,888.6",235.7,421.7,"3,801.2",887.6
7/5/85,311.6,393.8,393.8,393.8,"76,931.8",234.7,423.2,"3,804.3",884.0
7/8/85,309.3,387.6,387.6,387.6,"75,990.5",229.9,417.1,"3,777.7",882.9
7/9/85,314.9,391.6,391.6,391.6,"76,769.3",230.6,426.3,"3,779.3",885.3
7/10/85,314.9,388.7,388.7,388.7,"76,628.2",227.1,425.6,"3,803.1",871.9
7/11/85,313.6,385.4,385.4,385.4,"76,106.6",226.9,423.6,"3,755.7",871.1
7/12/85,315.7,385.3,385.3,385.3,"75,939.8",227.7,427.5,"3,757.5",874.4
7/15/85,315.9,384.1,384.1,384.1,"75,112.0",227.5,425.9,"3,798.2",901.5
7/16/85,321.8,392.1,392.1,392.1,"76,496.8",231.8,434.8,"3,850.6",918.8
7/17/85,325.6,389.7,389.7,389.7,"76,991.5",230.5,438.2,"3,816.5",913.7
7/18/85,320.0,388.0,388.0,388.0,"76,326.2",227.8,432.9,"3,791.0",903.1
7/19/85,318.9,388.9,388.9,388.9,"76,020.9",228.0,429.7,"3,799.2",903.5
7/22/85,317.3,390.0,390.0,390.0,"76,172.0",228.4,428.4,"3,791.5",921.9
7/23/85,322.5,392.3,392.3,392.3,"76,796.7",228.6,435.5,"3,809.4",922.6
7/24/85,317.8,390.8,390.8,390.8,"76,196.4",227.5,429.6,"3,790.9",918.1
7/25/85,317.4,387.4,387.4,387.4,"75,807.2",225.0,428.6,"3,755.3",908.0
7/26/85,317.0,387.3,387.3,387.3,"75,765.8",225.0,428.1,"3,756.0",908.2
7/29/85,326.5,393.4,393.4,393.4,"77,341.0",228.5,439.9,"3,831.6",932.5
7/30/85,325.3,390.7,390.7,390.7,"76,969.8",228.6,439.4,"3,828.6",932.9
7/31/85,327.5,393.6,393.6,393.6,"77,544.4",232.5,443.5,"3,901.3",949.0
8/1/85,322.1,387.8,387.8,387.8,"76,332.9",232.9,435.5,"3,868.8",950.6
8/2/85,320.5,386.7,386.7,386.7,"76,123.2",233.7,433.1,"3,843.5",953.8
8/5/85,323.8,390.7,390.7,390.7,"76,827.1",236.6,438.0,"3,860.9",941.3
8/6/85,319.8,388.4,388.4,388.4,"76,239.0",237.5,433.9,"3,861.9",945.0
8/7/85,321.2,390.4,390.4,390.4,"76,526.7",239.9,437.8,"3,856.9",954.5
8/8/85,322.5,390.1,390.1,390.1,"76,791.4",237.7,438.5,"3,840.8",946.0
8/9/85,321.7,389.3,389.3,389.3,"76,523.5",236.8,436.8,"3,843.1",942.0
8/12/85,326.7,391.3,391.3,391.3,"77,430.4",236.1,444.0,"3,836.1",938.4
8/13/85,326.5,389.8,389.8,389.8,"77,601.0",235.0,443.2,"3,871.1",934.1
8/14/85,326.0,388.9,388.9,388.9,"77,439.8",235.4,441.8,"3,877.8",935.7
8/15/85,331.1,391.9,391.9,391.9,"78,505.8",237.2,448.6,"3,913.8",942.9
8/16/85,335.4,395.7,395.7,395.7,"79,246.2",239.5,453.6,"3,983.6",951.7
8/19/85,340.9,403.4,403.4,403.4,"80,749.1",243.6,462.5,"4,019.2",989.9
8/20/85,334.2,397.1,397.1,397.1,"79,287.1",240.5,452.8,"3,980.9",977.2
8/21/85,335.9,397.4,397.4,397.4,"79,453.7",241.1,454.1,"3,985.7",980.0
8/22/85,335.5,394.2,394.2,394.2,"79,078.0",238.4,454.5,"3,939.9",968.7
8/23/85,334.9,394.5,394.5,394.5,"79,106.3",238.7,452.3,"3,925.5",969.8
8/26/85,334.9,394.5,394.5,394.5,"79,106.3",238.7,452.3,"3,925.5",969.8
8/27/85,336.0,400.1,400.1,400.1,"79,509.2",241.1,456.4,"3,972.3",979.9
8/28/85,340.9,404.7,404.7,404.7,"80,757.1",243.2,464.3,"4,019.0",988.2
8/29/85,337.0,401.1,401.1,401.1,"79,917.2",240.7,459.0,"4,011.9",978.2
8/30/85,333.3,400.0,400.0,400.0,"79,544.6",239.2,454.8,"3,974.0",972.2
9/2/85,334.7,406.5,406.5,406.5,"79,593.0",242.9,458.0,"3,986.9",983.2
9/3/85,328.2,400.5,400.5,400.5,"78,645.8",239.7,450.1,"3,963.2",974.4
9/4/85,326.0,397.1,397.1,397.1,"78,598.5",237.3,449.1,"3,981.7",970.9
9/5/85,325.8,398.3,398.3,398.3,"78,156.2",238.6,446.1,"3,944.5",969.8
9/6/85,317.4,396.4,396.4,396.4,"81,332.6",239.5,456.9,"4,121.5","1,021.7"
9/9/85,319.4,401.1,401.1,401.1,"77,745.3",244.7,437.9,"3,914.8",962.8
9/10/85,321.7,403.6,403.6,403.6,"78,011.9",245.0,441.2,"3,937.9",963.8
9/11/85,320.8,405.1,405.1,405.1,"78,310.1",245.2,441.3,"3,978.5",967.5
9/12/85,319.3,401.2,401.2,401.2,"77,635.8",241.9,437.5,"3,894.6",951.7
9/13/85,321.3,399.0,399.0,399.0,"76,805.6",239.6,434.4,"3,854.9",931.4
9/16/85,319.3,394.7,394.7,394.7,"77,031.5",237.8,438.6,"3,875.4",943.1
9/17/85,317.6,392.6,392.6,392.6,"76,762.3",237.1,436.9,"3,886.9",940.5
9/18/85,316.3,392.9,392.9,392.9,"76,577.1",236.7,435.8,"3,867.9",939.0
9/19/85,316.3,393.3,393.3,393.3,"76,567.9",236.0,435.4,"3,880.9",936.0
9/20/85,319.2,389.4,389.4,389.4,"76,572.3",233.0,439.1,"3,849.9",923.9
9/23/85,327.5,384.1,384.1,384.1,"75,827.5",229.5,447.7,"3,785.6",938.9
9/24/85,327.9,382.6,382.6,382.6,"75,334.6",229.0,446.1,"3,867.9",937.0
9/25/85,328.5,380.3,380.3,380.3,"74,539.9",228.1,443.5,"3,853.5",933.5
9/26/85,329.3,377.8,377.8,377.8,"72,499.2",228.9,446.3,"3,859.8",936.6
9/27/85,328.6,379.5,379.5,379.5,"71,782.7",233.6,449.3,"3,906.9",956.0
9/30/85,325.8,375.9,375.9,375.9,"70,455.9",231.2,445.2,"3,826.2",963.1
10/1/85,322.3,368.5,368.5,368.5,"69,151.4",228.2,441.7,"3,835.7",950.7
10/2/85,325.0,371.0,371.0,371.0,"69,564.0",229.8,443.2,"3,823.2",957.2
10/3/85,324.9,367.5,367.5,367.5,"69,092.5",227.8,442.4,"3,829.2",949.1
10/4/85,328.0,372.4,372.4,372.4,"70,132.3",231.8,450.5,"3,936.0",967.4
10/7/85,325.8,371.8,371.8,371.8,"70,174.0",230.5,445.7,"3,871.7",984.6
10/8/85,326.4,372.2,372.2,372.2,"70,490.6",231.0,446.8,"3,947.5",986.6
10/9/85,326.6,372.3,372.3,372.3,"70,120.8",230.7,445.5,"3,902.9",985.4
10/10/85,325.5,372.6,372.6,372.6,"70,129.1",230.7,445.7,"3,910.0",985.5
10/11/85,325.6,372.9,372.9,372.9,"69,870.2",230.6,444.9,"3,908.4",985.2
10/14/85,326.7,374.3,374.3,374.3,"70,357.0",231.1,446.9,"3,904.9",987.1
10/15/85,327.0,374.8,374.8,374.8,"70,468.2",231.4,448.2,"3,949.2",988.7
10/16/85,323.7,374.0,374.0,374.0,"70,327.8",229.9,444.0,"3,922.0",981.9
10/17/85,325.5,371.3,371.3,371.3,"69,661.6",230.1,441.9,"3,877.5",977.4
10/18/85,326.3,370.9,370.9,370.9,"70,163.8",228.6,445.4,"3,900.1",976.4
10/21/85,326.2,370.5,370.5,370.5,"70,357.7",227.4,445.2,"3,890.4",993.7
10/22/85,327.8,372.9,372.9,372.9,"70,730.4",228.7,447.4,"3,909.7",998.9
10/23/85,325.9,370.5,370.5,370.5,"70,452.7",227.3,444.4,"3,898.2",992.6
10/24/85,326.2,372.4,372.4,372.4,"70,689.5",229.5,445.7,"3,943.5","1,002.4"
10/25/85,325.4,371.8,371.8,371.8,"70,066.4",228.8,446.0,"3,934.0","1,001.7"
10/28/85,326.5,372.0,372.0,372.0,"69,702.9",228.7,446.2,"3,911.1","1,015.0"
10/29/85,326.3,369.2,369.2,369.2,"69,239.3",227.4,445.5,"3,913.7","1,009.1"
10/30/85,326.2,368.9,368.9,368.9,"69,007.5",226.4,445.9,"3,904.1","1,004.9"
10/31/85,325.1,366.6,366.6,366.6,"68,753.8",225.6,444.0,"3,899.9","1,001.2"
11/1/85,323.5,363.8,363.8,363.8,"67,541.0",224.6,443.0,"3,865.3",996.6
11/4/85,325.4,364.2,364.2,364.2,"67,554.5",225.8,445.7,"3,860.3","1,043.2"
11/5/85,324.6,365.7,365.7,365.7,"67,502.3",226.5,445.9,"3,912.2","1,046.8"
11/6/85,324.4,363.7,363.7,363.7,"66,618.9",225.8,446.5,"3,907.0","1,043.6"
11/7/85,323.0,365.0,365.0,365.0,"66,376.1",227.7,444.3,"3,939.5","1,052.3"
11/8/85,322.0,364.0,364.0,364.0,"66,389.4",227.2,444.8,"3,889.9","1,053.4"
11/11/85,323.1,365.8,365.8,365.8,"66,554.1",227.5,445.1,"3,886.3","1,027.7"
11/12/85,323.1,365.3,365.3,365.3,"66,450.0",228.7,446.5,"3,910.1","1,033.2"
11/13/85,324.5,366.0,366.0,366.0,"66,198.9",227.9,448.0,"3,908.7","1,029.3"
11/14/85,325.3,367.0,367.0,367.0,"66,142.4",227.9,447.8,"3,922.2","1,029.3"
11/15/85,325.4,367.9,367.9,367.9,"65,737.8",228.8,443.1,"3,894.9","1,022.1"
11/18/85,323.5,364.8,364.8,364.8,"65,812.0",226.9,445.3,"3,912.4","1,039.3"
11/19/85,324.4,363.6,363.6,363.6,"65,877.0",226.0,446.2,"3,889.7","1,034.9"
11/20/85,325.7,366.5,366.5,366.5,"66,210.3",227.2,448.1,"3,909.4","1,040.2"
11/21/85,325.8,364.5,364.5,364.5,"65,804.0",225.9,448.6,"3,902.2","1,034.7"
11/22/85,326.5,362.9,362.9,362.9,"65,737.9",224.6,449.6,"3,932.6","1,028.3"
11/25/85,330.2,365.4,365.4,365.4,"66,287.0",225.6,455.0,"3,926.4","1,055.9"
11/26/85,331.3,364.4,364.4,364.4,"66,565.4",225.3,454.9,"3,958.9","1,054.1"
11/27/85,328.2,360.1,360.1,360.1,"65,942.7",222.6,452.4,"3,898.3","1,041.6"
11/28/85,326.3,356.6,356.6,356.6,"65,724.0",220.9,450.2,"3,882.6","1,033.7"
11/29/85,325.3,353.9,353.9,353.9,"65,726.5",218.5,449.8,"3,861.2","1,022.6"
12/2/85,321.5,350.4,350.4,350.4,"65,596.9",216.1,446.0,"3,825.6","1,022.7"
12/3/85,322.6,353.6,353.6,353.6,"66,047.7",218.1,449.2,"3,878.6","1,031.4"
12/4/85,324.2,353.3,353.3,353.3,"65,711.6",218.1,450.7,"3,881.3","1,032.1"
12/5/85,322.8,352.2,352.2,352.2,"65,541.5",218.1,449.6,"3,880.9","1,032.0"
12/6/85,322.3,352.5,352.5,352.5,"65,496.1",218.1,449.9,"3,881.5","1,032.2"
12/9/85,317.4,348.1,348.1,348.1,"64,579.0",217.6,445.1,"3,819.2","1,029.7"
12/10/85,317.0,348.4,348.4,348.4,"64,504.6",220.9,444.1,"3,875.6","1,045.3"
12/11/85,315.5,347.1,347.1,347.1,"64,326.3",223.0,438.8,"3,877.7","1,055.0"
12/12/85,317.5,346.1,346.1,346.1,"64,128.6",220.6,440.4,"3,796.3","1,043.6"
12/13/85,317.8,347.7,347.7,347.7,"64,346.1",221.1,441.9,"3,845.6","1,046.3"
12/16/85,318.6,348.6,348.6,348.6,"64,528.7",221.6,443.9,"3,855.1","1,013.3"
12/17/85,321.2,349.3,349.3,349.3,"64,296.5",223.5,444.6,"3,849.2","1,014.0"
12/18/85,320.1,349.6,349.6,349.6,"64,729.7",225.4,444.9,"3,895.3","1,026.2"
12/19/85,325.8,356.0,356.0,356.0,"64,628.0",229.3,446.0,"3,865.7","1,025.4"
12/20/85,325.6,355.6,355.6,355.6,"65,932.7",228.5,454.2,"3,933.5","1,045.2"
12/23/85,327.6,356.7,356.7,356.7,"65,908.2",229.5,456.1,"3,915.7","1,043.0"
12/24/85,324.9,353.6,353.6,353.6,"66,047.0",228.0,454.6,"3,981.5","1,045.2"
12/25/85,324.9,353.6,353.6,353.6,"66,047.0",228.0,454.6,"3,981.5","1,045.2"
12/26/85,324.9,353.6,353.6,353.6,"66,047.0",228.0,454.6,"3,981.5","1,045.2"
12/27/85,326.9,351.3,351.3,351.3,"65,823.1",227.3,455.8,"3,916.8","1,035.4"
12/30/85,326.8,350.0,350.0,350.0,"65,689.3",227.1,457.3,"3,931.1","1,051.4"
